Date,001_SPY_1d_actual_lnrts,001_SPY_1d_forecast_lnrts,001_SPY_1d_true_label,001_SPY_1d_forecast_label
2016-01-06,-0.01269459026032753,-0.001691229990683496,-1.0,-1.0
2016-01-07,-0.02428394652988539,0.0025580497458577156,-1.0,1.0
2016-01-08,-0.01103722407316203,0.005919171497225761,-1.0,1.0
2016-01-11,0.0009895270950578791,0.005292864516377449,1.0,1.0
2016-01-12,0.00803588535304922,-0.003122793510556221,1.0,-1.0
2016-01-13,-0.025256866592124783,-0.0029228688217699528,-1.0,-1.0
2016-01-14,0.016283427395316498,0.00632076570764184,1.0,1.0
2016-01-15,-0.02169978797867781,0.012661870568990707,-1.0,1.0
2016-01-19,0.0013302358536372526,0.004767887759953737,1.0,1.0
2016-01-20,-0.01289779439254438,-0.0011635032715275884,-1.0,-1.0
2016-01-21,0.005586245135896844,0.004706629551947117,1.0,1.0
2016-01-22,0.020307598009944583,0.004727430175989866,1.0,1.0
2016-01-25,-0.015231898983915434,0.006760401651263237,-1.0,1.0
2016-01-26,0.013550798038851423,0.0019245668081566691,1.0,1.0
2016-01-27,-0.010942790719211596,0.0017444257391616702,-1.0,1.0
2016-01-28,0.005195621102590909,0.003862602636218071,1.0,1.0
2016-01-29,0.02408495449535871,0.005832057911902666,1.0,1.0
2016-02-01,-0.00036141616345700415,0.0028422619216144085,-1.0,1.0
2016-02-02,-0.018186594174988142,0.0017964212456718087,-1.0,1.0
2016-02-03,0.00597702856647327,0.006297183223068714,1.0,1.0
2016-02-04,0.001567076237560939,0.0041612498462200165,1.0,1.0
2016-02-05,-0.01923389705856755,0.0012960737803950906,-1.0,1.0
2016-02-08,-0.013552473574948357,0.0014979300322011113,-1.0,1.0
2016-02-09,5.38845500182192e-05,0.006454934366047382,1.0,1.0
2016-02-10,-0.0008632283846913358,0.0023166718892753124,-1.0,1.0
2016-02-11,-0.01309330696828399,-0.0010929182171821594,-1.0,-1.0
2016-02-12,0.020407238180000235,0.0017539320979267359,1.0,1.0
2016-02-16,0.016737401223502705,0.0015960235614329576,1.0,1.0
2016-02-17,0.016202815128789592,-0.00038157892413437366,1.0,-1.0
2016-02-18,-0.004104340463048253,-0.0039027337916195393,-1.0,-1.0
2016-02-19,-0.0004686322501802112,0.0010273539228364825,-1.0,1.0
2016-02-22,0.014375438315465647,-0.0008783304365351796,1.0,-1.0
2016-02-23,-0.012710160190533634,-0.0023895595222711563,-1.0,-1.0
2016-02-24,0.0045652953213005205,0.0015413860091939569,1.0,1.0
2016-02-25,0.012038959568546748,-0.001186658046208322,1.0,-1.0
2016-02-26,-0.0023038583167929367,-0.002724208403378725,-1.0,-1.0
2016-02-29,-0.007873501886862474,0.004792488180100918,-1.0,1.0
2016-03-01,0.023234909628369525,0.0016898754984140396,1.0,1.0
2016-03-02,0.00448237950367581,-0.003440165426582098,1.0,-1.0
2016-03-03,0.003912015543297481,0.0017330271657556295,1.0,1.0
2016-03-04,0.0032481648528707354,1.4093820936977863e-06,1.0,1.0
2016-03-07,0.00079803958571455,0.0008192717796191573,1.0,1.0
2016-03-08,-0.01097794491630104,-0.0015472403028979897,-1.0,-1.0
2016-03-09,0.0049275754548712995,0.002858289983123541,1.0,1.0
2016-03-10,0.0008019237748380782,-0.0017157086404040456,1.0,-1.0
2016-03-11,0.016008402381748384,-0.004187837243080139,1.0,-1.0
2016-03-14,-0.001282997914313202,-0.001010606880299747,-1.0,-1.0
2016-03-15,-0.001630987489722535,-0.001039928407408297,-1.0,-1.0
2016-03-16,0.005770373338849128,-0.000861066160723567,1.0,-1.0
2016-03-17,0.006324106723662889,-0.0031028548255562782,1.0,-1.0
2016-03-18,0.003921949581691394,-0.0003011211520060897,1.0,-1.0
2016-03-21,0.0014177665151296987,0.001575504895299673,1.0,1.0
2016-03-22,-0.0005374317961076114,0.00023216509725898504,-1.0,1.0
2016-03-23,-0.006621511689887344,0.0035986173897981644,-1.0,1.0
2016-03-24,-0.0004430327923727423,0.0007963358657434583,-1.0,1.0
2016-03-28,0.0005907699026579037,0.002351743169128895,1.0,1.0
2016-03-29,0.009207592247380044,-0.0005392358871176839,1.0,-1.0
2016-03-30,0.004378122035725115,0.0017231577076017857,1.0,1.0
2016-03-31,-0.00242994718549589,0.00043634383473545313,-1.0,1.0
2016-04-01,0.006788910073464882,0.001279494957998395,1.0,1.0
2016-04-04,-0.0032432629339231053,0.0003340597031638026,-1.0,1.0
2016-04-05,-0.01003814869685517,-0.0058714174665510654,-1.0,-1.0
2016-04-06,0.010862121138482526,-0.006160763558000326,1.0,-1.0
2016-04-07,-0.012038043343050012,0.0003878240240737796,-1.0,1.0
2016-04-08,0.002693069078887843,0.004518384579569101,1.0,1.0
2016-04-11,-0.0023499703765477477,-0.004517598543316126,-1.0,-1.0
2016-04-12,0.0092697119030265,-0.0019766008481383324,1.0,-1.0
2016-04-13,0.010050337054808218,-0.0013937168987467885,1.0,-1.0
2016-04-14,4.801161821628409e-05,0.000357483746483922,1.0,1.0
2016-04-15,-0.0011062497320361957,-0.004556481726467609,-1.0,-1.0
2016-04-18,0.007002040958732984,-0.0016389655647799373,1.0,-1.0
2016-04-19,0.0031492621139009923,-0.0035251625813543797,1.0,-1.0
2016-04-20,0.0009524943335951741,-0.002248897682875395,1.0,-1.0
2016-04-21,-0.005392951606573536,-0.0022821365855634212,-1.0,-1.0
2016-04-22,0.0,-0.0036681368947029114,0.0,-1.0
2016-04-25,-0.001724166339546307,-0.001999049447476864,-1.0,-1.0
2016-04-26,0.0014848034429805039,-0.0012075310805812478,1.0,-1.0
2016-04-27,0.002056198968532516,-0.004564894363284111,1.0,-1.0
2016-04-28,-0.00911721628991954,-0.0017167293699458241,-1.0,-1.0
2016-04-29,-0.0054133985661061895,-0.0004835683503188193,-1.0,-1.0
2016-05-02,0.007917043113671975,-0.005529402289539576,1.0,-1.0
2016-05-03,-0.008741375088828971,-0.003356922883540392,-1.0,-1.0
2016-05-04,-0.005593879315260381,-0.001547940424643457,-1.0,-1.0
2016-05-05,-0.00019495656681810385,-0.0002920845290645957,-1.0,-1.0
2016-05-06,0.0036522434815295644,0.002176597248762846,1.0,1.0
2016-05-09,0.0008260192988163807,-0.001996438018977642,1.0,-1.0
2016-05-10,0.012357188101300574,-0.002559314016252756,1.0,-1.0
2016-05-11,-0.009398854625134814,-0.002948915585875511,-1.0,-1.0
2016-05-12,0.0002905961760061162,-0.00016178947407752275,1.0,-1.0
2016-05-13,-0.008752384216090094,-0.000585246947593987,-1.0,-1.0
2016-05-16,0.009816944026678842,-0.004998860415071249,1.0,-1.0
2016-05-17,-0.009377534391664947,-0.0038312445394694805,-1.0,-1.0
2016-05-18,0.0002929364819270235,0.0018863260047510266,1.0,1.0
2016-05-19,-0.0034709011902934865,0.0029001892544329166,-1.0,1.0
2016-05-20,0.0062973391241743296,-0.0001402478665113449,1.0,-1.0
2016-05-23,-0.0013634381182137834,-8.479075040668249e-05,-1.0,-1.0
2016-05-24,0.012878971053700254,0.005228710360825062,1.0,1.0
2016-05-25,0.0067602166863229025,0.00412819255143404,1.0,1.0
2016-05-26,0.0002866577501915686,-0.002819657325744629,1.0,-1.0
2016-05-27,0.004290054255131804,-0.0022526257671415806,1.0,-1.0
2016-05-31,-0.0019044691851014095,-0.0009561816696077585,-1.0,-1.0
2016-06-01,0.002047046013757194,-0.0022332281805574894,1.0,-1.0
2016-06-02,0.003039090289487776,-0.0003262866521254182,1.0,-1.0
2016-06-03,-0.0029915234481160276,-0.0013283953303471208,-1.0,-1.0
2016-06-06,0.005075667233789405,0.0033312044106423855,1.0,1.0
2016-06-07,0.0015600017526487125,0.0014690245734527707,1.0,1.0
2016-06-08,0.003254407874315278,0.003924172837287188,1.0,1.0
2016-06-09,-0.0013665501596252067,0.004206050653010607,-1.0,1.0
2016-06-10,-0.009522591806098638,0.0012937681749463081,-1.0,1.0
2016-06-13,-0.007741681577792722,0.003861529752612114,-1.0,1.0
2016-06-14,-0.0019688464238980037,0.0030419547110795975,-1.0,1.0
2016-06-15,-0.001394858634413874,0.004750566091388464,-1.0,1.0
2016-06-16,0.0029798886896040527,0.006317063234746456,1.0,1.0
2016-06-17,-0.0037311608444184317,0.00721835158765316,-1.0,1.0
2016-06-20,0.006419429201880271,0.007178072351962328,1.0,1.0
2016-06-21,0.0028344972996138303,0.002660776022821665,1.0,1.0
2016-06-22,-0.001632454294856924,0.004842972848564386,-1.0,1.0
2016-06-23,0.01293843552158898,0.004304687492549419,1.0,1.0
2016-06-24,-0.03656956409111454,0.004417116288095713,-1.0,1.0
2016-06-27,-0.018072219354662855,0.003954427316784859,-1.0,1.0
2016-06-28,0.017875275314783074,0.0015416762325912714,1.0,1.0
2016-06-29,0.016884208642392456,0.0010439276229590178,1.0,1.0
2016-06-30,0.013553369467882765,0.0027916664257645607,1.0,1.0
2016-07-01,0.0020981699253190766,0.0025913435965776443,1.0,1.0
2016-07-05,-0.007219201098479709,0.0033642416819930077,-1.0,1.0
2016-07-06,0.005980054081224106,0.006138893775641918,1.0,1.0
2016-07-07,-0.000620492354587872,0.0021791304461658,-1.0,1.0
2016-07-08,0.014780731169693908,0.0016588916769251227,1.0,1.0
2016-07-11,0.003520861657179943,-0.00239932956174016,1.0,-1.0
2016-07-12,0.007237056024562667,0.002748042345046997,1.0,1.0
2016-07-13,-0.00013961906668787764,0.0017572606448084116,-1.0,1.0
2016-07-14,0.0055680145163708485,-0.004855962935835123,1.0,-1.0
2016-07-15,-0.0013428308312732596,-0.0016026190714910626,-1.0,-1.0
2016-07-18,0.0026837898131420765,0.004403639119118452,1.0,1.0
2016-07-19,-0.0010171116092884932,0.0038613779470324516,-1.0,1.0
2016-07-20,0.004154292438769696,0.0012054003309458494,1.0,1.0
2016-07-21,-0.0037843928416657307,0.004233557265251875,-1.0,1.0
2016-07-22,0.004475182733525252,0.0077494303695857525,1.0,1.0
2016-07-25,-0.0027196672385351784,-0.0006619958439841866,-1.0,-1.0
2016-07-26,0.00046151480400341945,-0.0011425692355260253,1.0,-1.0
2016-07-27,-0.001061617012425339,-0.0014205971965566278,-1.0,-1.0
2016-07-28,0.0011539379380419304,0.000352596485754475,1.0,1.0
2016-07-29,0.0016131943272834506,-0.00144045555498451,1.0,-1.0
2016-08-01,-0.0008292783246399234,0.00044480350334197283,-1.0,1.0
2016-08-02,-0.006427880039568228,-9.866070467978716e-05,-1.0,-1.0
2016-08-03,0.002918392030768769,-0.0016455849399790168,1.0,-1.0
2016-08-04,0.0010634327937303503,-0.0017721842741593719,1.0,-1.0
2016-08-05,0.008145536660025961,0.004360779654234648,1.0,1.0
2016-08-08,-0.0005958880171653238,-0.00047563499538227916,-1.0,-1.0
2016-08-09,0.0005958880171654093,-0.004237029235810041,1.0,-1.0
2016-08-10,-0.0024780011087889332,-0.002054707147181034,-1.0,-1.0
2016-08-11,0.004629921485676845,-0.0011335784802213311,1.0,-1.0
2016-08-12,-0.0008693060979909284,0.0015680351061746478,-1.0,1.0
2016-08-15,0.0028797140220454915,0.003549889661371708,1.0,1.0
2016-08-16,-0.005171109206185955,0.0007566840504296124,-1.0,1.0
2016-08-17,0.0018792773479498427,0.00035751675022765994,1.0,1.0
2016-08-18,0.002241489231555057,-0.002036471851170063,1.0,-1.0
2016-08-19,-0.0014633146846708197,-0.0006985196378082037,-1.0,-1.0
2016-08-22,-4.575269414952078e-05,9.001442231237888e-05,-1.0,1.0
2016-08-23,0.0020115857600812507,0.0013710755156353116,1.0,1.0
2016-08-24,-0.005128061991658372,-0.001168765826150775,-1.0,-1.0
2016-08-25,-0.000688854958224445,0.0018570105312392116,-1.0,1.0
2016-08-26,-0.0018851373183326168,0.004170086234807968,-1.0,1.0
2016-08-29,0.00491233347680217,0.001986950868740678,1.0,1.0
2016-08-30,-0.0016501015450642047,0.002758295740932226,-1.0,1.0
2016-08-31,-0.002847995390949997,-0.0006800408009439707,-1.0,-1.0
2016-09-01,4.584850707838158e-05,-0.0020075063221156597,1.0,-1.0
2016-09-02,0.004497961607533264,0.003921994939446449,1.0,1.0
2016-09-06,0.003017922138214347,0.004971097689121962,1.0,1.0
2016-09-07,-9.14385239031724e-05,0.004379963502287865,-1.0,1.0
2016-09-08,-0.002285493655412671,0.0007030764827504754,-1.0,1.0
2016-09-09,-0.024225945735772317,-0.001457078498788178,-1.0,-1.0
2016-09-12,0.01424525764530676,0.0008305872324854136,1.0,1.0
2016-09-13,-0.014479814910050568,-5.330168642103672e-05,-1.0,-1.0
2016-09-14,-0.00037517422373733756,0.0013469819677993655,-1.0,1.0
2016-09-15,0.009943262230842784,0.0018201988423243165,1.0,1.0
2016-09-16,-0.003873031682611753,-0.000956418109126389,-1.0,-1.0
2016-09-19,0.0001874184140740861,-0.0014074946520850062,1.0,-1.0
2016-09-20,4.682999400775134e-05,0.0010863358620554209,1.0,1.0
2016-09-21,0.011182828175678058,-0.0014957432867959142,1.0,-1.0
2016-09-22,0.006281690087912256,-0.0011025607818737626,1.0,-1.0
2016-09-23,-0.005494388339993573,-0.003765752073377371,-1.0,-1.0
2016-09-26,-0.008135209326832976,-0.0005163303576409817,-1.0,-1.0
2016-09-27,0.006188866227476346,-0.0005120389396324754,1.0,-1.0
2016-09-28,0.004951325710018092,-0.002303890883922577,1.0,-1.0
2016-09-29,-0.009088517893095416,-0.0006891278317198157,-1.0,-1.0
2016-09-30,0.007517811939264856,9.051436791196465e-05,1.0,1.0
2016-10-03,-0.00240704559704241,0.00017519944231025875,-1.0,1.0
2016-10-04,-0.005110766342222365,0.0012328089214861393,-1.0,1.0
2016-10-05,0.004415546913420303,0.0035130325704813004,1.0,1.0
2016-10-06,0.0006952194288019683,0.0026024729013442993,1.0,1.0
2016-10-07,-0.0034353316217605005,-0.0002897597150877118,-1.0,-1.0
2016-10-10,0.005194924547866159,0.002951260656118393,1.0,1.0
2016-10-11,-0.012710054405636878,0.0024973880499601364,-1.0,1.0
2016-10-12,0.001311181556815913,0.004495395813137293,1.0,1.0
2016-10-13,-0.0032809651055486513,0.002125388942658901,-1.0,1.0
2016-10-14,0.0005162777885633495,0.001317652640864253,1.0,1.0
2016-10-17,-0.0034781344730632794,0.0010698664700612426,-1.0,1.0
2016-10-18,0.0062428217900487425,0.0021870341151952744,1.0,1.0
2016-10-19,0.0026635731131209634,0.003094046376645565,1.0,1.0
2016-10-20,-0.0018684297398483044,0.0038621900603175163,-1.0,1.0
2016-10-21,0.00046732515922556675,-0.0010082111693918705,1.0,-1.0
2016-10-24,0.004243867088663834,0.0026752701960504055,1.0,1.0
2016-10-25,-0.0033563161362425487,0.0016771263908594847,-1.0,1.0
2016-10-26,-0.002009728522551844,0.0028799562714993954,-1.0,1.0
2016-10-27,-0.0026703833292460156,0.0038679582066833973,-1.0,1.0
2016-10-28,-0.0029597790549939877,0.0006650795694440603,-1.0,1.0
2016-10-31,4.7098479054812565e-05,0.00158865621779114,1.0,1.0
2016-11-01,-0.007271752630854475,0.003137428779155016,-1.0,1.0
2016-11-02,-0.006036861226462845,0.0003148880787193775,-1.0,1.0
2016-11-03,-0.004587623732223302,-0.00010680669220164418,-1.0,-1.0
2016-11-04,-0.001102219691827131,-0.0009979776805266738,-1.0,-1.0
2016-11-07,0.02181729403652586,0.001716346014291048,1.0,1.0
2016-11-08,0.0044937745590607776,0.002057426143437624,1.0,1.0
2016-11-09,0.01054628343094438,0.0025176522321999073,1.0,1.0
2016-11-10,0.002492393351843949,0.00012853433145210147,1.0,1.0
2016-11-11,-0.002307581834973216,-0.0003864289028570056,-1.0,-1.0
2016-11-14,0.0007851905960741265,-0.0015926155028864741,1.0,-1.0
2016-11-15,0.007772467261504936,0.0011419947259128094,1.0,1.0
2016-11-16,-0.0018801008796303514,0.002399138640612364,-1.0,1.0
2016-11-17,0.005127548203713015,0.0005144451279193163,1.0,1.0
2016-11-18,-0.0022400731688555237,-0.0010336312698200345,-1.0,-1.0
2016-11-21,0.0075231390261891505,0.000773039530031383,1.0,1.0
2016-11-22,0.0019513386620248836,0.0033949646167457104,1.0,1.0
2016-11-23,0.0005437801071020894,0.003078118897974491,1.0,1.0
2016-11-25,0.0037085871034425815,0.0011395514011383057,1.0,1.0
2016-11-28,-0.004705845089921714,0.0004707115003839135,-1.0,1.0
2016-11-29,0.0019483515848187278,0.0008122530998662114,1.0,1.0
2016-11-30,-0.0024021092706563206,-0.0012160567566752434,-1.0,-1.0
2016-12-01,-0.0036820751604677887,-0.002265514340251684,-1.0,-1.0
2016-12-02,0.0005007826694749803,0.0011815289035439491,1.0,1.0
2016-12-05,0.005990706218127157,0.00023259033332578838,1.0,1.0
2016-12-06,0.003162532972821254,-0.0023907185532152653,1.0,-1.0
2016-12-07,0.012995859774503082,-0.001018709153868258,1.0,-1.0
2016-12-08,0.0024458113542632372,0.0009686393314041197,1.0,1.0
2016-12-09,0.006022165328761306,-0.0005830864538438618,1.0,-1.0
2016-12-12,-0.001148483414948957,-0.0023728590458631516,-1.0,-1.0
2016-12-13,0.0066518197592827484,-0.0019447695231065154,1.0,-1.0
2016-12-14,-0.008288492599833391,-0.00288994237780571,-1.0,-1.0
2016-12-15,0.004108801828185369,-0.0003668864956125617,1.0,-1.0
2016-12-16,-0.0019577246440319416,-0.00041241187136620283,-1.0,-1.0
2016-12-19,0.0021750087102901123,-0.0005536822136491537,1.0,-1.0
2016-12-20,0.0038501682739853645,-0.002285782713443041,1.0,-1.0
2016-12-21,-0.0027865446199756977,0.00040820043068379164,-1.0,1.0
2016-12-22,-0.001728929068223207,0.00044733984395861626,-1.0,1.0
2016-12-23,0.001463130318257717,0.0021782417315989733,1.0,1.0
2016-12-27,0.0024780347066068373,-0.0009623714722692966,1.0,-1.0
2016-12-28,-0.008298963549936924,0.0010765737388283014,-1.0,1.0
2016-12-29,-0.00022272291738237039,0.00029966223519295454,-1.0,1.0
2016-12-30,-0.0036617596430607857,0.0017727615777403116,-1.0,1.0
