Date,00634R_ETF_1d_actual_lnrts,00634R_ETF_1d_forecast_lnrts,00634R_ETF_1d_true_label,00634R_ETF_1d_forecast_label
2015-08-19,-0.022840604316256514,0.0020652113016694784,-1.0,1.0
2015-08-20,-0.00034488705290991234,-0.0006130565889179707,-1.0,-1.0
2015-08-21,-0.03153730181741183,0.002116358606144786,-1.0,1.0
2015-08-24,-0.04738495755963497,0.001647204626351595,-1.0,1.0
2015-08-25,0.048807938945248125,0.007450942415744066,1.0,1.0
2015-08-26,0.0003554291844776451,0.007881776429712772,1.0,1.0
2015-08-27,0.014464884415776168,0.00037161679938435555,1.0,1.0
2015-08-28,0.023880698779558358,0.004596153739839792,1.0,1.0
2015-08-31,0.024659246446994017,0.0053963069804012775,1.0,1.0
2015-09-01,-0.029458707151124912,0.006628981325775385,-1.0,1.0
2015-09-02,0.003088010688576545,0.009918032214045525,1.0,1.0
2015-09-03,0.00954661188357991,0.00626177666708827,1.0,1.0
2015-09-04,-0.014354313451683054,0.004702562000602484,-1.0,1.0
2015-09-07,-0.004139364309876556,0.006228659767657518,-1.0,1.0
2015-09-08,0.0017268179044926783,0.006281040143221617,1.0,1.0
2015-09-09,0.04024211627843337,0.00638975016772747,1.0,1.0
2015-09-10,-0.006651171842397971,0.00841132178902626,-1.0,1.0
2015-09-11,0.005988041844622693,0.016977135092020035,1.0,1.0
2015-09-14,0.00033161996656093953,0.013448669575154781,1.0,1.0
2015-09-15,-0.008658062743114654,0.009661680087447166,-1.0,1.0
2015-09-16,0.011968227963569285,0.014261332340538502,1.0,1.0
2015-09-17,0.013784268138845483,0.007307257503271103,1.0,1.0
2015-09-18,0.0,-0.0018533235415816307,0.0,-1.0
2015-09-21,-0.02241359483690001,8.921208791434765e-05,-1.0,1.0
2015-09-22,0.0069756137364253585,0.013467349112033844,1.0,1.0
2015-09-23,-0.024121772571395795,0.004951667971909046,-1.0,1.0
2015-09-24,-0.0074881221233903585,0.005816279444843531,-1.0,1.0
2015-09-25,0.0023886720110411824,0.016751397401094437,1.0,1.0
2015-09-30,0.0047602946063001195,0.011874493211507797,1.0,1.0
2015-10-01,0.01748531434101955,0.0011202916502952576,1.0,1.0
2015-10-05,0.004987541511038968,-0.0016584503464400768,1.0,-1.0
2015-10-06,0.0062820507471918665,0.005221913103014231,1.0,1.0
2015-10-07,0.009512946924297555,-0.0010089045390486717,1.0,-1.0
2015-10-12,0.018117609775028135,0.0009804253932088614,1.0,1.0
2015-10-13,-0.008370943922733666,0.0007779034785926342,-1.0,1.0
2015-10-14,-0.005186397363027775,0.0012052739039063454,-1.0,1.0
2015-10-15,0.010667629851238009,0.002507727826014161,1.0,1.0
2015-10-16,-0.00096509578023245,-0.0029545179568231106,-1.0,-1.0
2015-10-19,0.0025715218285059854,0.0002989561762660742,1.0,1.0
2015-10-20,0.0016038495819746207,-0.004206109791994095,1.0,-1.0
2015-10-21,-0.006753523015779778,-3.0681025236845016e-05,-1.0,-1.0
2015-10-22,0.0,0.006043665111064911,0.0,1.0
2015-10-23,0.008994599670092989,0.001428614603355527,1.0,1.0
2015-10-26,0.008597410065142481,-0.003144696354866028,1.0,-1.0
2015-10-27,-0.01985335781567107,0.007101426832377911,-1.0,1.0
2015-10-28,-0.002266473367824422,0.003147815354168415,-1.0,1.0
2015-10-29,-0.0051998817197520305,-0.0025312919169664383,-1.0,-1.0
2015-10-30,0.0003257859615065166,0.00029535149224102497,1.0,1.0
2015-11-02,-0.0035894964303394058,0.0024986406788229942,-1.0,1.0
2015-11-03,0.018141087070650003,0.00671724509447813,1.0,1.0
2015-11-04,0.02441852734814601,0.007164377719163895,1.0,1.0
2015-11-06,-0.016424879667400416,0.0013080555945634842,-1.0,1.0
2015-11-09,-0.004788516731797121,0.006445619277656078,-1.0,1.0
2015-11-10,-0.015804231544967195,0.002535085193812847,-1.0,1.0
2015-11-11,-0.01506743212211979,-0.0060769934207201,-1.0,-1.0
2015-11-12,0.0009896091851662818,-0.0010997848585247993,1.0,-1.0
2015-11-13,-0.010273495495173852,0.0013967768754810095,-1.0,1.0
2015-11-16,-0.009370885173306866,-0.002813872881233692,-1.0,-1.0
2015-11-17,0.020633011495420295,0.006001151166856289,1.0,1.0
2015-11-18,-0.016606160416384904,0.005698010791093111,-1.0,1.0
2015-11-19,0.008005379643785851,6.405683234333992e-05,1.0,1.0
2015-11-20,0.004971012722020402,0.002717101713642478,1.0,1.0
2015-11-23,0.0056041023542964235,0.004586029332131147,1.0,1.0
2015-11-24,-0.039220713153281385,0.00397188775241375,-1.0,1.0
2015-11-25,-0.013423020332140661,-0.0018121241591870785,-1.0,-1.0
2015-11-26,0.01921816182756672,0.006911199539899826,1.0,1.0
2015-11-27,-0.009906144201948353,0.005033002234995365,-1.0,1.0
2015-11-30,-0.015568555239923598,-0.007281802594661713,-1.0,-1.0
2015-12-01,0.016940768148210553,0.0010088172275573015,1.0,1.0
2015-12-02,0.004787970843170806,0.010295869782567024,1.0,1.0
2015-12-03,-0.0003412386997793317,0.006660674698650837,-1.0,1.0
2015-12-04,-0.009946917889708919,0.007683910895138979,-1.0,1.0
2015-12-07,0.015732198616290653,0.008614109829068184,1.0,1.0
2015-12-08,-0.020916243403878466,0.016403954476118088,-1.0,1.0
2015-12-09,-0.005559430580149426,0.00394479651004076,-1.0,1.0
2015-12-10,-0.003490404939768491,0.009329643100500107,-1.0,1.0
2015-12-11,-0.015504186535965312,0.01437424961477518,-1.0,1.0
2015-12-14,-0.016109172414954614,0.011423863470554352,-1.0,1.0
2015-12-15,0.009339148338981154,0.015965860337018967,1.0,1.0
2015-12-16,0.009606905411172876,0.004687918350100517,1.0,1.0
2015-12-17,0.01056719942364897,0.002864707726985216,1.0,1.0
2015-12-18,0.0027991620796145524,0.010597873479127884,1.0,1.0
2015-12-21,-0.007364578262208355,0.006870933808386326,-1.0,1.0
2015-12-28,0.013286908757987938,0.0030131160747259855,1.0,1.0
2015-12-30,-0.0041768247288059505,0.0034528877586126328,-1.0,1.0
2016-01-05,-0.029736704357479132,0.0017374451272189617,-1.0,1.0
2016-01-06,-0.01849554083521002,0.005885646678507328,-1.0,1.0
2016-01-07,-0.014378127879081739,0.008081290870904922,-1.0,1.0
2016-01-08,-0.006332671563479738,0.004513503052294254,-1.0,1.0
2016-01-11,-0.011274076573218108,0.0031233385670930147,-1.0,1.0
2016-01-12,0.00037785755220026294,0.01087450422346592,1.0,1.0
2016-01-13,0.011643324024016638,0.01138891838490963,1.0,1.0
2016-01-14,-0.014291330110756065,0.00837717019021511,-1.0,1.0
2016-01-18,0.012796561521526695,0.010555456392467022,1.0,1.0
2016-01-19,0.006708933102730061,0.00946337915956974,1.0,1.0
2016-01-20,-0.012710451491427964,0.004923653323203325,-1.0,1.0
2016-01-21,-0.009450079776881207,0.004481674171984196,-1.0,1.0
2016-01-22,0.003790755107979828,0.006374009419232607,1.0,1.0
2016-01-25,0.02281752255856541,0.0030770720914006233,1.0,1.0
2016-01-27,-0.0014803851704342195,0.0032780298497527838,-1.0,1.0
2016-01-29,0.024873264745139755,0.009335711598396301,1.0,1.0
2016-02-02,0.009349223079347,0.00595630519092083,1.0,1.0
2016-02-03,-0.0028673854771562026,0.008718699216842651,-1.0,1.0
2016-02-15,-0.0003590019783665753,0.011043017730116844,-1.0,1.0
2016-02-16,0.013552275892104901,0.01766332983970642,1.0,1.0
2016-02-17,0.006003902901762386,0.005148936063051224,1.0,1.0
2016-02-22,0.015027366483150385,0.0010807439684867859,1.0,1.0
2016-03-03,0.02635784967970397,0.010862933471798897,1.0,1.0
2016-03-07,0.0,0.0023025746922940016,0.0,1.0
2016-03-08,-0.0037231385028299144,0.003445482812821865,-1.0,1.0
2016-03-09,0.005410902616549558,0.00785074569284916,1.0,1.0
2016-03-11,0.009733253547747844,0.0041089304722845554,1.0,1.0
2016-03-14,0.0033344479044516632,-0.0023033786565065384,1.0,-1.0
2016-03-15,-0.0026666682469152284,-0.004376694560050964,-1.0,-1.0
2016-03-16,0.0023337233462200966,0.0019621069077402353,1.0,1.0
2016-03-17,0.01618532442101735,-0.002198276109993458,1.0,-1.0
2016-03-18,-0.009878249571662815,-0.0063032545149326324,-1.0,-1.0
2016-03-21,0.00528054032303335,-0.004125277511775494,1.0,-1.0
2016-03-28,-0.015591624525770132,0.0006577870808541775,-1.0,1.0
2016-03-30,0.006000018000097201,0.002065457869321108,1.0,1.0
2016-04-01,-0.003996009313382087,0.002571363002061844,-1.0,1.0
2016-04-06,-0.022609365305550157,0.00026955315843224525,-1.0,1.0
2016-04-07,-0.004103972928382051,-0.004404597915709019,-1.0,-1.0
2016-04-08,-0.006532600161075451,-0.00554647296667099,-1.0,-1.0
2016-04-11,0.012000829781271666,-0.003192692995071411,1.0,-1.0
2016-04-12,0.009498036124817134,-0.006387175992131233,1.0,-1.0
2016-04-13,0.0033704110099055723,-0.005789708346128464,1.0,-1.0
2016-04-14,0.0026881736618003956,-0.0020002848468720913,1.0,-1.0
2016-04-18,-0.0016792615197200253,-0.002073992043733597,-1.0,-1.0
2016-04-19,-0.0006724949816324287,-0.009822379797697067,-1.0,-1.0
2016-04-20,-0.01798792773577034,-0.008510311134159565,-1.0,-1.0
2016-04-21,0.003077451565406047,-0.004587316885590553,1.0,-1.0
2016-04-25,0.002046385434463331,-0.0026846993714571,1.0,-1.0
2016-04-28,-0.008554372096658632,-0.00458538718521595,-1.0,-1.0
2016-04-29,-0.008974861760698583,-0.005552483722567558,-1.0,-1.0
2016-05-03,-0.013966707481708193,0.003395586274564266,-1.0,1.0
2016-05-04,-0.019169916107720286,0.006376132369041443,-1.0,1.0
2016-05-05,0.005718385846994902,0.00576289277523756,1.0,1.0
2016-05-06,-0.011469659787629408,0.0023769366089254618,-1.0,1.0
2016-05-09,0.001440922439512287,-0.0029403395019471645,1.0,-1.0
2016-05-10,0.004668710222032994,8.66488553583622e-05,1.0,1.0
2016-05-13,-0.015526580194082162,-0.0031209192238748074,-1.0,-1.0
2016-05-16,-0.0014566644964640444,-0.0020440579392015934,-1.0,-1.0
2016-05-17,0.005813969865419816,0.0003827707841992378,1.0,1.0
2016-05-18,0.009735068770752413,0.004372352734208107,1.0,1.0
2016-05-20,-0.004315001301413348,0.0016404520720243454,-1.0,1.0
2016-05-23,0.02139118998131756,0.0012617611791938543,1.0,1.0
2016-05-24,0.011572985557658564,0.003586892271414399,1.0,1.0
2016-05-30,0.0196795579464459,0.0011889650486409664,1.0,1.0
2016-06-01,0.0064747201828100984,0.0009743371047079563,1.0,1.0
2016-06-03,0.012825015475916805,0.0015167708043009043,1.0,1.0
2016-06-04,0.0003352891900648109,0.003381231566891074,1.0,1.0
2016-06-07,0.011001944613098218,-0.0005223928019404411,1.0,-1.0
2016-06-13,-0.013351333174864113,0.0014459197409451008,-1.0,1.0
2016-06-14,-0.003028775662160704,0.0018579531461000443,-1.0,1.0
2016-06-16,0.003364740724954604,0.008196445181965828,1.0,1.0
2016-06-17,0.007696206634470283,0.007612016052007675,1.0,1.0
2016-06-20,-0.0010005003335835344,0.0059972964227199554,-1.0,1.0
2016-06-21,0.009960241705055434,0.009728522971272469,1.0,1.0
2016-06-24,-0.008626463581351454,0.013127399608492851,-1.0,1.0
2016-06-27,-0.015108563372274767,0.007824147120118141,-1.0,1.0
2016-06-30,0.02999225138701477,0.005314560607075691,1.0,1.0
2016-07-05,0.012398201228113054,-0.0010622963309288025,1.0,-1.0
2016-07-06,-0.016675226994639053,-0.00028405990451574326,-1.0,-1.0
2016-07-07,0.008208878800426407,-0.0010183453559875488,1.0,-1.0
2016-07-11,0.02135312447056906,0.007932460866868496,1.0,1.0
2016-07-12,0.006381642589520611,0.004240377340465784,1.0,1.0
2016-07-13,0.0003180155854435648,-0.0013517956249415874,1.0,-1.0
2016-07-14,-0.0003180155854436472,0.005340318661183119,-1.0,1.0
2016-07-15,0.011385322225125429,0.008612597361207008,1.0,1.0
2016-07-18,0.006269613013595395,-0.0012378264218568802,1.0,-1.0
2016-07-19,0.002496880198587146,-0.0035487511195242405,1.0,-1.0
2016-07-20,0.00031167212345197253,-0.0035323742777109146,1.0,-1.0
2016-07-21,0.004663462516661976,-0.006021290086209774,1.0,-1.0
2016-07-25,-0.010601907847628784,-0.0075460802763700485,-1.0,-1.0
2016-07-26,0.009360442759563893,-0.006333713419735432,1.0,-1.0
2016-07-27,0.010503649240528996,-0.005498338490724564,1.0,-1.0
2016-07-28,-0.004311678992608016,-0.007568085566163063,-1.0,-1.0
2016-08-01,-0.003091192569672858,-0.004344360902905464,-1.0,-1.0
2016-08-03,-0.00558834115004993,-0.01081526093184948,-1.0,-1.0
2016-08-04,0.0009335616050675845,-0.011018735356628895,1.0,-1.0
2016-08-08,0.01757406105091791,-0.008276905864477158,1.0,-1.0
2016-08-09,0.005790051220702173,-0.005106654018163681,1.0,-1.0
2016-08-15,-0.010999194300670258,-0.010345812886953354,-1.0,-1.0
2016-08-16,-0.0046189458562945285,-0.009443956427276134,-1.0,-1.0
2016-08-17,0.0015420203518154184,-0.007614714093506336,1.0,-1.0
2016-08-18,0.005225154042768668,-0.007767753675580025,1.0,-1.0
2016-08-22,-0.022319587402068894,-0.012071413919329643,-1.0,-1.0
2016-08-23,0.013389581946542864,-0.008475594222545624,1.0,-1.0
2016-08-24,-0.005272147426576102,-0.0041917599737644196,-1.0,-1.0
2016-08-26,0.01665163359244238,-0.008366074413061142,1.0,-1.0
2016-08-29,-0.01571923259249111,-0.005622411146759987,-1.0,-1.0
2016-09-01,-0.0003107037464795568,-0.005255461670458317,-1.0,-1.0
2016-09-05,0.00897144455051734,-0.004693996161222458,1.0,-1.0
2016-09-06,0.01649395975034711,-0.006786511279642582,1.0,-1.0
2016-09-07,0.003628670446702977,-0.010402796790003777,1.0,-1.0
2016-09-09,-0.015207105706575283,-0.008749417960643768,-1.0,-1.0
2016-09-10,-0.01388696904099223,-0.003941917791962624,-1.0,-1.0
2016-09-12,-0.006234434158428942,-0.005684179253876209,-1.0,-1.0
2016-09-13,0.003433747715957463,-0.010300216265022755,1.0,-1.0
2016-09-14,-0.0021837475531968444,-0.011124389246106148,-1.0,-1.0
2016-09-20,0.031055531834129547,-0.0005758279003202915,1.0,-1.0
2016-09-21,0.0,-0.007156575098633766,0.0,-1.0
2016-09-22,0.0,-0.010065406560897827,0.0,-1.0
2016-09-23,0.0039280908643957385,-0.0008440446108579636,1.0,-1.0
2016-09-26,-0.006049625225823113,-0.004812064580619335,-1.0,-1.0
2016-10-04,0.013859818125976727,-0.004632678814232349,1.0,-1.0
2016-10-06,-0.0008980692116844929,-0.00836453028023243,-1.0,-1.0
2016-10-07,-0.004803371589060326,-0.01005193218588829,-1.0,-1.0
2016-10-11,0.006897613192175045,-0.006158520467579365,1.0,-1.0
2016-10-12,-0.003892803239029713,-0.0036791441962122917,-1.0,-1.0
2016-10-13,0.0032948958968524846,-0.005820823833346367,1.0,-1.0
2016-10-17,-0.018410056702999535,-0.008816912770271301,-1.0,-1.0
2016-10-18,0.011809372671647542,-0.0025331946089863777,1.0,-1.0
2016-10-19,0.005703152183516331,0.0009271500166505575,1.0,1.0
2016-10-21,0.010125160949873847,-0.004654258489608765,1.0,-1.0
2016-10-24,-0.007136515569319867,-0.00749534647911787,-1.0,-1.0
2016-10-25,0.015986130846302245,-0.007830566726624966,1.0,-1.0
2016-10-31,-0.024076062608273732,-0.008016667328774929,-1.0,-1.0
2016-11-01,0.011069671749766863,-0.010998634621500969,1.0,-1.0
2016-11-02,-0.0065671877814511385,-0.005740919150412083,-1.0,-1.0
2016-11-03,-0.00751544195714632,-0.010853358544409275,-1.0,-1.0
2016-11-04,-0.010617421141860008,-0.0030278642661869526,-1.0,-1.0
2016-11-07,0.015734061349031454,-0.008543427102267742,1.0,-1.0
2016-11-08,0.0014999252849577387,-0.009274316020309925,1.0,-1.0
2016-11-10,-0.002100525903612421,-0.010424974374473095,-1.0,-1.0
2016-11-11,-0.02309431110167347,-0.008372134529054165,-1.0,-1.0
2016-11-14,-0.01705203307945194,-0.007641280069947243,-1.0,-1.0
2016-11-15,0.00964687736437569,-0.006158098578453064,1.0,-1.0
2016-11-16,0.008326956364155874,-0.008774597197771072,1.0,-1.0
2016-11-17,-0.0027679550195850214,-0.007531418465077877,-1.0,-1.0
2016-11-18,-0.0021581633164708706,-0.008937511593103409,-1.0,-1.0
2016-11-21,0.00030859435517233434,-0.005692408420145512,1.0,-1.0
2016-11-22,0.01135155616222776,-0.003100504633039236,1.0,-1.0
2016-11-28,0.006991972549418003,-0.007540336810052395,1.0,-1.0
2016-11-29,0.008446505721831934,-0.0032971128821372986,1.0,-1.0
2016-12-02,-0.01604879260206499,-0.004433821886777878,-1.0,-1.0
2016-12-05,0.006086446056402253,-0.0015557664446532726,1.0,-1.0
2016-12-06,0.010262691945127161,-0.006842572242021561,1.0,-1.0
2016-12-07,0.0018001805041478473,-0.010647150687873363,1.0,-1.0
2016-12-08,0.0011983224921087163,-0.002884490881115198,1.0,-1.0
2016-12-12,0.00715993512209254,-0.004229581914842129,1.0,-1.0
2016-12-13,0.0023752980289072616,-0.008390236645936966,1.0,-1.0
2016-12-14,-0.005650572655517433,-0.0016656173393130302,-1.0,-1.0
2016-12-16,0.0026805675023322604,-0.0030250297859311104,1.0,-1.0
2016-12-19,-0.011969023795320655,-0.007219159975647926,-1.0,-1.0
2016-12-20,-0.0057358647824505065,-0.006860553286969662,-1.0,-1.0
2016-12-21,0.00362647722917306,-0.0027820635586977005,1.0,-1.0
2016-12-22,-0.006962340823002315,-0.0069776372984051704,-1.0,-1.0
2016-12-26,-0.012225091129259154,-0.00676153227686882,-1.0,-1.0
