Date,008_EWA_1d_actual_lnrts,008_EWA_1d_forecast_lnrts,008_EWA_1d_true_label,008_EWA_1d_forecast_label
2016-01-06,-0.029195263918640958,0.003486741567030549,-1.0,1.0
2016-01-07,-0.04341058504574783,0.005358303431421518,-1.0,1.0
2016-01-08,-0.014701703711655297,0.01618649996817112,-1.0,1.0
2016-01-11,0.008259669153631612,0.009985120967030525,1.0,1.0
2016-01-12,0.005858298972356243,0.004802864510565996,1.0,1.0
2016-01-13,-0.01767880896866453,0.006865805946290493,-1.0,1.0
2016-01-14,0.020595076685366233,0.0037386054173111916,1.0,1.0
2016-01-15,-0.05507088383201514,-0.0014293991262093186,-1.0,-1.0
2016-01-19,0.023716569066786618,0.0012292027240619063,1.0,1.0
2016-01-20,-0.00361222792534389,0.007290113717317581,-1.0,1.0
2016-01-21,0.019116462654635694,0.0086591187864542,1.0,1.0
2016-01-22,0.018176998681853834,0.012242807075381279,1.0,1.0
2016-01-25,-0.015812885459151788,0.004707828629761934,-1.0,1.0
2016-01-26,0.0198721481428631,0.0069409944117069244,1.0,1.0
2016-01-27,-0.011056387787713819,0.005021842196583748,-1.0,1.0
2016-01-28,0.01797671939586432,0.008270409889519215,1.0,1.0
2016-01-29,0.01369880734289201,0.0004357805009931326,1.0,1.0
2016-02-01,0.00169929892556376,0.0017777070170268416,1.0,1.0
2016-02-02,-0.032205149976268145,0.001994931371882558,-1.0,1.0
2016-02-03,0.0139293798227508,-0.0006930726813152432,1.0,-1.0
2016-02-04,0.01714324520054681,-0.005791043862700462,1.0,-1.0
2016-02-05,-0.026408112822823043,-0.0037814080715179443,-1.0,-1.0
2016-02-08,-0.0011639814304410842,0.0048064603470265865,-1.0,1.0
2016-02-09,-0.019406699280954072,0.003992938902229071,-1.0,1.0
2016-02-10,-0.00356925055259421,0.006485822144895792,-1.0,1.0
2016-02-11,-0.00358216299736123,0.003230670001357794,-1.0,1.0
2016-02-12,0.013072146017674986,0.0011504953727126122,1.0,1.0
2016-02-16,0.022184148284556796,-0.004840381443500519,1.0,-1.0
2016-02-17,0.016037006447722657,-0.005831079091876745,1.0,-1.0
2016-02-18,0.0034031785435847586,-0.004341515246778727,1.0,-1.0
2016-02-19,-0.0022673776139531723,0.004040687344968319,-1.0,1.0
2016-02-22,0.027429617716406833,-0.0007428379030898213,1.0,-1.0
2016-02-23,-0.018952701857172436,-0.004330015275627375,-1.0,-1.0
2016-02-24,-0.01074962769449244,-0.0062383259646594524,-1.0,-1.0
2016-02-25,0.0011369109056262757,-0.004753678571432829,1.0,-1.0
2016-02-26,-0.017192430587100575,-0.0064107202924788,-1.0,-1.0
2016-02-29,-0.0011565760023156142,0.0019288593903183937,-1.0,1.0
2016-03-01,0.03189313574755542,-0.0017124254954978824,1.0,-1.0
2016-03-02,0.028731348459382064,-0.009333337657153606,1.0,-1.0
2016-03-03,0.019418062457913922,-0.0028639184311032295,1.0,-1.0
2016-03-04,0.01747466103959468,-0.008426184765994549,1.0,-1.0
2016-03-07,0.014073641280571335,-0.0072564068250358105,1.0,-1.0
2016-03-08,-0.0188093103509667,-0.003496532328426838,-1.0,-1.0
2016-03-09,0.023456887172735325,0.0024368767626583576,1.0,1.0
2016-03-10,-0.007238780682106161,-0.00459094624966383,-1.0,-1.0
2016-03-11,0.025616215042979316,-0.0032851132564246655,1.0,-1.0
2016-03-14,-0.013238576760626631,-0.006542941089719534,-1.0,-1.0
2016-03-15,-0.02281073725289394,-0.003414598759263754,-1.0,-1.0
2016-03-16,0.022810737252894002,-0.0035083508118987083,1.0,-1.0
2016-03-17,0.021800575608267724,0.0006135833682492375,1.0,1.0
2016-03-18,-0.005531795905541871,0.00010299182031303644,-1.0,1.0
2016-03-21,-0.005562566969633326,-0.0019261891720816493,-1.0,-1.0
2016-03-22,-0.0015224050716719439,-0.007150216493755579,-1.0,-1.0
2016-03-23,-0.021561445943773395,-0.0041869948618113995,-1.0,-1.0
2016-03-24,-0.002078018507931103,-0.006203979719430208,-1.0,-1.0
2016-03-28,0.0031153831179447605,-0.001951860380358994,1.0,-1.0
2016-03-29,-0.0025954597005014473,-0.003036349080502987,-1.0,-1.0
2016-03-30,0.004666856048892024,-0.002198111265897751,1.0,-1.0
2016-03-31,-0.0005175570980666146,-0.0021862066350877285,-1.0,-1.0
2016-04-01,-0.006230450295262693,-0.00600743992254138,-1.0,-1.0
2016-04-04,-0.012578860055703951,-0.001679502776823938,-1.0,-1.0
2016-04-05,-0.02998079049739601,-0.00633226940408349,-1.0,-1.0
2016-04-06,0.021506223672523177,-0.004721174482256174,1.0,-1.0
2016-04-07,-0.020962853567565175,-0.004037073347717524,-1.0,-1.0
2016-04-08,0.010267641114068072,0.003680997062474489,1.0,1.0
2016-04-11,0.0005374146095985076,-0.0035986844450235367,1.0,-1.0
2016-04-12,0.030690273293574873,0.0013482184149324894,1.0,1.0
2016-04-13,0.015512175085612995,-0.004918163642287254,1.0,-1.0
2016-04-14,0.010209468723986358,-0.00017591251526027918,1.0,-1.0
2016-04-15,0.009603092360221428,-0.0015300748636946082,1.0,-1.0
2016-04-18,0.012497149538518614,-0.002078866120427847,1.0,-1.0
2016-04-19,0.015282586829228619,-0.002686746884137392,1.0,-1.0
2016-04-20,0.0009779621703648897,-0.0021362178958952427,1.0,-1.0
2016-04-21,-0.006374074086458751,-0.004894767422229052,-1.0,-1.0
2016-04-22,-0.003449222056626931,-0.008890342898666859,-1.0,-1.0
2016-04-25,-0.005444290374148802,-0.0068612475879490376,-1.0,-1.0
2016-04-26,0.0074167159858559316,-0.0028257425874471664,1.0,-1.0
2016-04-27,-0.024434049779969484,-0.004521524999290705,-1.0,-1.0
2016-04-28,0.0030242546339189274,0.0006976180011406541,1.0,1.0
2016-04-29,0.003015082711196227,-0.0049974266439676285,1.0,-1.0
2016-05-02,0.007498120114549213,-0.01006685383617878,1.0,-1.0
2016-05-03,-0.012528356005344715,-0.009220302104949951,-1.0,-1.0
2016-05-04,-0.015756261648168447,-0.004512128885835409,-1.0,-1.0
2016-05-05,-0.0005125180545575849,-0.003018701449036598,-1.0,-1.0
2016-05-06,-0.0020524298235158195,-0.0030697351321578026,-1.0,-1.0
2016-05-09,-0.005149168208075188,-0.003080788068473339,-1.0,-1.0
2016-05-10,0.02195631657513325,-0.005924804601818323,1.0,-1.0
2016-05-11,-0.0035416599014081256,-0.004767082165926695,-1.0,-1.0
2016-05-12,-0.0025372888767515238,-0.0010795515263453126,-1.0,-1.0
2016-05-13,-0.014329941131293978,-0.00382664380595088,-1.0,-1.0
2016-05-16,0.01585311925004338,-0.0031537837348878384,1.0,-1.0
2016-05-17,-0.001523178118749306,-0.006254349369555712,-1.0,-1.0
2016-05-18,-0.01278468629542844,-0.0009304633131250739,-1.0,-1.0
2016-05-19,-0.0030926815015452,-0.004755487199872732,-1.0,-1.0
2016-05-20,0.004121508190688356,-0.00403986219316721,1.0,-1.0
2016-05-23,-0.006706344581112725,0.0032491155434399843,-1.0,1.0
2016-05-24,0.0025848363904242225,0.007267315406352282,1.0,1.0
2016-05-25,0.006175936969025295,-0.0011188447242602706,1.0,-1.0
2016-05-26,0.003585139144005456,-0.0040137749165296555,1.0,-1.0
2016-05-27,0.0010219923835954382,-0.0015628229593858123,1.0,-1.0
2016-05-31,-0.006661560305937922,-0.005179343745112419,-1.0,-1.0
2016-06-01,-0.001543555070395093,-0.003009449690580368,-1.0,-1.0
2016-06-02,-0.007753993371055005,-0.004149044398218393,-1.0,-1.0
2016-06-03,0.019018779827362556,-0.0005238385638222098,1.0,-1.0
2016-06-06,0.011139410400828243,-0.0023858267813920975,1.0,-1.0
2016-06-07,0.010019999057195927,0.0037764268927276134,1.0,1.0
2016-06-08,0.006459801791004214,0.0009216044563800097,1.0,1.0
2016-06-09,-0.012961337200516818,0.0002589405048638582,-1.0,1.0
2016-06-10,-0.02540793212356724,-0.006548059638589621,-1.0,-1.0
2016-06-13,-0.009307218867265377,0.00040737143717706203,-1.0,1.0
2016-06-14,-0.008870428890375549,-0.005365138407796621,-1.0,-1.0
2016-06-15,0.0005240655274299065,0.001722934772260487,1.0,1.0
2016-06-16,-0.00736068127256652,0.0003615966998040676,-1.0,1.0
2016-06-17,0.008407766444899248,0.0035937242209911346,1.0,1.0
2016-06-20,0.024807515987219062,-0.00267233420163393,1.0,-1.0
2016-06-21,0.007120956242839441,-0.002651409711688757,1.0,-1.0
2016-06-22,0.0003083610505346839,0.002171406988054514,1.0,1.0
2016-06-23,0.027371259968059312,0.0006642781663686037,1.0,1.0
2016-06-24,-0.05551267356203945,-0.0050804633647203445,-1.0,-1.0
2016-06-27,-0.030045166353096328,-0.002576051279902458,-1.0,-1.0
2016-06-28,0.027928748412316587,-0.004587225615978241,1.0,-1.0
2016-06-29,0.012631781309283363,-0.013643160462379456,1.0,-1.0
2016-06-30,0.017112188136293047,-0.003867284394800663,1.0,-1.0
2016-07-01,0.0046166224475067,-0.005053365137428045,1.0,-1.0
2016-07-05,-0.02016100518729797,-0.004002195782959461,-1.0,-1.0
2016-07-06,0.011938853076726605,-0.0027719619683921337,1.0,-1.0
2016-07-07,-0.007250185755027816,-0.005716113373637199,-1.0,-1.0
2016-07-08,0.02413472648902005,-0.0033629247918725014,1.0,-1.0
2016-07-11,0.01009601546134763,-0.009234371595084667,1.0,-1.0
2016-07-12,0.01791991625274565,-0.005075578112155199,1.0,-1.0
2016-07-13,-0.00148121710989504,-0.004753547254949808,-1.0,-1.0
2016-07-14,0.010322123800465757,-0.003865745384246111,1.0,-1.0
2016-07-15,-0.0034288659189816106,-0.006725582759827375,-1.0,-1.0
2016-07-18,0.0048946786390892194,-0.003937266301363707,1.0,-1.0
2016-07-19,-0.01327135088961488,-0.006261526141315699,-1.0,-1.0
2016-07-20,0.005428168992519598,-0.011937914416193962,1.0,-1.0
2016-07-21,0.0009838006990582934,-0.005980770569294691,1.0,-1.0
2016-07-22,-0.0009838006990583494,-0.005356012377887964,-1.0,-1.0
2016-07-25,0.0029485032580061636,-0.007890717126429081,1.0,-1.0
2016-07-26,0.008306830899455643,-0.0060739959590137005,1.0,-1.0
2016-07-27,-0.00048670160207861963,-0.0021550063975155354,-1.0,-1.0
2016-07-28,0.003402201700583846,-0.002864103764295578,1.0,-1.0
2016-07-29,0.013494074469713423,-0.00714843487367034,1.0,-1.0
2016-08-01,-0.011070975898352941,-0.0051185633055865765,-1.0,-1.0
2016-08-02,-0.0009685553014731676,-0.0034817811101675034,-1.0,-1.0
2016-08-03,-0.003883578529535374,-0.008365481160581112,-1.0,-1.0
2016-08-04,0.004852133831008436,-0.007789746392518282,1.0,-1.0
2016-08-05,0.007234063585032296,-0.00912535935640335,1.0,-1.0
2016-08-08,0.0052720739638810995,-0.004211322870105505,1.0,-1.0
2016-08-09,0.005244325150250605,-0.006734458263963461,1.0,-1.0
2016-08-10,0.00047541399036411444,0.00034853327088057995,1.0,1.0
2016-08-11,0.0028476478870839705,-0.005950648803263903,1.0,-1.0
2016-08-12,-0.011439571844581916,-0.007109445985406637,-1.0,-1.0
2016-08-15,0.00668896032729135,-0.006440585944801569,1.0,-1.0
2016-08-16,-0.0004762697909291883,-0.009977207519114017,-1.0,-1.0
2016-08-17,0.0,-0.008037482388317585,0.0,-1.0
2016-08-18,0.0004762697909291532,-0.007374431472271681,1.0,-1.0
2016-08-19,-0.009088849474289087,-0.005608926992863417,-1.0,-1.0
2016-08-22,0.0009606469053799175,-0.0007370453095063567,1.0,-1.0
2016-08-23,0.006221560719196605,-0.0009004318853840232,1.0,-1.0
2016-08-24,0.0,-0.004666496533900499,0.0,-1.0
2016-08-25,-0.0004770788151243784,-0.0016649399185553193,-1.0,-1.0
2016-08-26,-0.013455367795316645,-0.002445394638925791,-1.0,-1.0
2016-08-29,-0.0009680357822877652,-0.006514779757708311,-1.0,-1.0
2016-08-30,-0.008755007774861406,-0.004680252633988857,-1.0,-1.0
2016-08-31,-0.012288132279872624,-0.003108144272118807,-1.0,-1.0
2016-09-01,0.005425388148699743,-0.004133712034672499,1.0,-1.0
2016-09-02,0.0004918309608851399,0.0023052701726555824,1.0,1.0
2016-09-06,0.017544280951661953,-0.0015906324842944741,1.0,-1.0
2016-09-07,-0.002418360006512736,-0.003007777500897646,-1.0,-1.0
2016-09-08,-0.011200522416413325,-0.003591808956116438,-1.0,-1.0
2016-09-09,-0.03234910438858656,-0.0015816177474334836,-1.0,-1.0
2016-09-12,0.009564582505693281,0.0012686398113146424,1.0,1.0
2016-09-13,-0.034661905491454564,-0.005333401262760162,-1.0,-1.0
2016-09-14,0.008264405743126204,-0.001604402088560164,1.0,-1.0
2016-09-15,0.018853996146044,-0.0012107741786167026,1.0,-1.0
2016-09-16,-0.0010100288567995673,-0.0025242757983505726,-1.0,-1.0
2016-09-19,0.004034378386380328,-0.002992094960063696,1.0,-1.0
2016-09-20,0.006021029230574365,-0.002683438826352358,1.0,-1.0
2016-09-21,0.022261631943513206,-0.0025437772274017334,1.0,-1.0
2016-09-22,0.006339944840616016,-0.0014647796051576734,1.0,-1.0
2016-09-23,-0.0014594967315178606,-0.003086359240114689,-1.0,-1.0
2016-09-26,-0.0009741144164703014,-0.0031891316175460815,-1.0,-1.0
2016-09-27,0.01066413034706708,-0.0034340936690568924,1.0,-1.0
2016-09-28,0.011505330886136719,-0.007103550713509321,1.0,-1.0
2016-09-29,-0.011505330886136714,-0.0039785453118383884,-1.0,-1.0
2016-09-30,0.007684909805503219,-0.003731159493327141,1.0,-1.0
2016-10-03,0.0019120600370313252,-0.0018674024613574147,1.0,-1.0
2016-10-04,-0.007670173392226596,-0.0017134229419752955,-1.0,-1.0
2016-10-05,0.00575811335519524,0.004184119403362274,1.0,1.0
2016-10-06,0.000478320243588453,-0.0018348201410844922,1.0,-1.0
2016-10-07,-0.003833235217331681,-0.0010506714461371303,-1.0,-1.0
2016-10-10,0.007651932777980012,-0.00446829991415143,1.0,-1.0
2016-10-11,-0.01924064803294456,-0.004832220729440451,-1.0,-1.0
2016-10-12,0.006776478615251284,-0.0015349154127761722,1.0,-1.0
2016-10-13,-0.002898649251531183,-4.099460784345865e-05,-1.0,-1.0
2016-10-14,0.001450324224224995,-0.001000871299766004,1.0,-1.0
2016-10-17,-0.002902704124865959,-0.004104314371943474,-1.0,-1.0
2016-10-18,0.01251818076562887,-0.004930000752210617,1.0,-1.0
2016-10-19,0.007626302075665471,-0.0037878546863794327,1.0,-1.0
2016-10-20,-0.010021441793342393,-0.004253615625202656,-1.0,-1.0
2016-10-21,-0.005772011895779752,-0.005718018393963575,-1.0,-1.0
2016-10-24,-0.001931498959729172,-0.0029799537733197212,-1.0,-1.0
2016-10-25,0.008182977841060238,-0.002470643725246191,1.0,-1.0
2016-10-26,-0.012057051303390636,-0.00502428412437439,-1.0,-1.0
2016-10-27,-0.0171280051283185,-0.0013869189424440265,-1.0,-1.0
2016-10-28,-0.00494796111184785,0.0032450929284095764,-1.0,1.0
2016-10-31,0.005934777389623738,0.0021153001580387354,1.0,1.0
2016-11-01,-0.003952602173755614,-8.227338548749685e-05,-1.0,-1.0
2016-11-02,-0.010450490728897002,-0.004701533820480108,-1.0,-1.0
2016-11-03,0.0034956457138661692,-0.004950209986418486,1.0,-1.0
2016-11-04,-0.00800810776919563,-0.005593207664787769,-1.0,-1.0
2016-11-07,0.028729091449652796,-0.004597693681716919,1.0,-1.0
2016-11-08,0.009718216876641409,-0.00048430345486849546,1.0,-1.0
2016-11-09,-0.00727970481423119,0.0014103909488767385,-1.0,1.0
2016-11-10,-0.0019504360935190777,-0.00011897727381438017,-1.0,-1.0
2016-11-11,-0.0029323948856616175,0.0005083284340798855,-1.0,1.0
2016-11-14,0.0024443189167703185,-0.002089402172714472,1.0,-1.0
2016-11-15,0.003898617099223608,-0.0034070350229740143,1.0,-1.0
2016-11-16,-0.019646930980518285,-0.003078905865550041,-1.0,-1.0
2016-11-17,0.0019821752158680696,-0.0032533789053559303,1.0,-1.0
2016-11-18,-0.008451475391097071,-0.0032164673320949078,-1.0,-1.0
2016-11-21,0.008451475391097057,0.0021148910745978355,1.0,1.0
2016-11-22,0.010832155996125373,0.0018329344457015395,1.0,1.0
2016-11-23,0.00926163502817285,-0.0018643542425706983,1.0,-1.0
2016-11-25,0.010617809061772846,-0.004963552579283714,1.0,-1.0
2016-11-28,-0.0038479854688775496,-0.0033425893634557724,-1.0,-1.0
2016-11-29,0.0014447870874255138,-0.0036223018541932106,1.0,-1.0
2016-11-30,-0.01649726049000286,-0.004853222519159317,-1.0,-1.0
2016-12-01,0.010705748381042502,-0.005230145528912544,1.0,-1.0
2016-12-02,0.0014509748909699585,-0.004506323486566544,1.0,-1.0
2016-12-05,0.0019314989597290914,-0.007970315404236317,1.0,-1.0
2016-12-06,0.0009642511708356905,-0.005997637752443552,1.0,-1.0
2016-12-07,0.013879151667993255,-0.003027173224836588,1.0,-1.0
2016-12-08,0.0028476478870839705,-0.001983712427318096,1.0,-1.0
2016-12-09,0.0023668445615642594,-0.00437365286052227,1.0,-1.0
2016-12-12,0.00236140426446167,-0.002022892702370882,1.0,-1.0
2016-12-13,0.005644309290091864,-0.004829741548746824,1.0,-1.0
2016-12-14,-0.01893994514381636,-0.00806670542806387,-1.0,-1.0
2016-12-15,-0.006714625439953206,-0.004163565579801798,-1.0,-1.0
2016-12-16,-0.010157315649386767,-0.006319449748843908,-1.0,-1.0
2016-12-19,-0.0019464353273955163,-0.0030801440589129925,-1.0,-1.0
2016-12-20,0.009694712718521029,-0.00150251982267946,1.0,-1.0
2016-12-21,-0.0004955353460836677,-0.0036360337398946285,-1.0,-1.0
2016-12-22,0.000990673537337803,-0.004311997443437576,1.0,-1.0
2016-12-23,-0.007453499210403999,-0.004454481415450573,-1.0,-1.0
2016-12-27,0.0044787323234884695,-0.0033710282295942307,1.0,-1.0
2016-12-28,0.003964257866620226,-0.0035177567042410374,1.0,-1.0
2016-12-29,0.007881779197602792,-0.0034491359256207943,1.0,-1.0
2016-12-30,-0.007387324877261569,-0.002332862466573715,-1.0,-1.0
