Date,017_EWO_1d_actual_lnrts,017_EWO_1d_forecast_lnrts,017_EWO_1d_true_label,017_EWO_1d_forecast_label
2016-01-06,-0.013021033565651905,0.001159844221547246,-1.0,1.0
2016-01-07,-0.014521691250314855,0.0021440708078444004,-1.0,1.0
2016-01-08,-0.02286588871104772,-0.0017730658873915672,-1.0,-1.0
2016-01-11,-0.004773267277202626,0.0055718328803777695,-1.0,1.0
2016-01-12,0.01087700557308349,0.0018457822734490037,1.0,1.0
2016-01-13,-0.023949086207833516,0.004377682693302631,-1.0,1.0
2016-01-14,0.008275991175618239,0.005969675723463297,1.0,1.0
2016-01-15,-0.033522806959513214,0.009419982321560383,-1.0,1.0
2016-01-19,-0.0035574059081175838,0.003444718662649393,-1.0,1.0
2016-01-20,-0.02599427695382143,0.0023730057291686535,-1.0,1.0
2016-01-21,0.01091316304795472,0.005512969568371773,1.0,1.0
2016-01-22,0.019348514334063784,0.002648449270054698,1.0,1.0
2016-01-25,-0.0028428600461042207,0.0025797374546527863,-1.0,1.0
2016-01-26,0.015537091100570584,0.004851828329265118,1.0,1.0
2016-01-27,-0.016249181483519535,0.0004782336764037609,-1.0,1.0
2016-01-28,0.010627161433959888,0.004270881414413452,1.0,1.0
2016-01-29,0.006322419222894241,0.005103419069200754,1.0,1.0
2016-02-01,-0.005617926643890321,-0.00015433217049576342,-1.0,-1.0
2016-02-02,-0.009908127461434681,0.0023471766617149115,-1.0,1.0
2016-02-03,0.009908127461434676,6.444324390031397e-05,1.0,1.0
2016-02-04,0.011204540634258214,0.004872787743806839,1.0,1.0
2016-02-05,-0.0006965681246309401,-0.0016075940802693367,-1.0,-1.0
2016-02-08,-0.03835698598197407,0.00205895840190351,-1.0,1.0
2016-02-09,-0.01974470587077774,0.002164721256121993,-1.0,1.0
2016-02-10,0.0036859081016403514,0.0012605056399479508,1.0,1.0
2016-02-11,-0.004424830137313604,0.0006260452792048454,-1.0,1.0
2016-02-12,0.021930770491834412,0.00424455339089036,1.0,1.0
2016-02-16,0.01862516730305257,0.0016831918619573116,1.0,1.0
2016-02-17,0.03212567337189618,0.0033804706763476133,1.0,1.0
2016-02-18,-0.026464011383610663,0.001076079672202468,-1.0,1.0
2016-02-19,0.008433094889770357,0.002860261593014002,1.0,1.0
2016-02-22,0.015966947439423177,0.005543396342545748,1.0,1.0
2016-02-23,-0.017367473263012728,0.0006373453070409596,-1.0,1.0
2016-02-24,0.000700399173334763,0.001161486143246293,1.0,1.0
2016-02-25,0.0013996184392193575,-0.0015461011789739132,1.0,-1.0
2016-02-26,-0.004204673038373646,-0.003358234418556094,-1.0,-1.0
2016-02-29,-0.0070471447841918885,-0.00042907919851131737,-1.0,-1.0
2016-03-01,0.023069854024083482,-0.00291190086863935,1.0,-1.0
2016-03-02,0.0034494194489409027,-0.007303792983293533,1.0,-1.0
2016-03-03,0.013000594689518837,-0.001767868408933282,1.0,-1.0
2016-03-04,0.0027154811689160912,0.002834972692653537,1.0,1.0
2016-03-07,0.0020318879572742165,0.004180005751550198,1.0,1.0
2016-03-08,0.0020276277262468736,-0.0010286765173077583,1.0,-1.0
2016-03-09,0.0006750099663483531,0.0019954596646130085,1.0,1.0
2016-03-10,0.015400373883955034,0.0007154963095672429,1.0,1.0
2016-03-11,0.02623097847937535,-0.0012703565880656242,1.0,-1.0
2016-03-14,0.007094574758439047,-0.005873612593859434,1.0,-1.0
2016-03-15,-0.007094574758438979,-0.0012823394499719143,-1.0,-1.0
2016-03-16,0.00966190703965928,-0.004211087245494127,1.0,-1.0
2016-03-17,0.00829883028191239,-0.004380552098155022,1.0,-1.0
2016-03-18,0.007599793110108067,-0.0033260309137403965,1.0,-1.0
2016-03-21,-0.006964249894020195,-0.0034657353535294533,-1.0,-1.0
2016-03-22,-0.007653108446980071,-0.0017683757469058037,-1.0,-1.0
2016-03-23,-0.018088304503901604,-0.002352275187149644,-1.0,-1.0
2016-03-24,-0.009826474614304284,-0.004559321794658899,-1.0,-1.0
2016-03-28,0.003942157349266401,0.0009543199557811022,1.0,1.0
2016-03-29,0.009788069284740545,0.001887971768155694,1.0,1.0
2016-03-30,0.019293193070474876,0.0011535072699189186,1.0,1.0
2016-03-31,0.0012730432197205288,-0.0016405070200562477,1.0,-1.0
2016-04-01,0.0038094346134075058,-0.004801394883543253,1.0,-1.0
2016-04-04,-0.007633502745741445,-0.005243300460278988,-1.0,-1.0
2016-04-05,-0.01674216815786146,-0.006103762425482273,-1.0,-1.0
2016-04-06,0.016103310975751135,-0.0008390332804992795,1.0,-1.0
2016-04-07,-0.02327186003761348,-0.0015037376433610916,-1.0,-1.0
2016-04-08,0.018146922173651617,0.0026405793614685535,1.0,1.0
2016-04-11,0.0006420055239380886,-0.00024314146139658988,1.0,-1.0
2016-04-12,0.0032041912843136506,0.0017455421620979905,1.0,1.0
2016-04-13,0.009551100983561689,-0.0031704374123364687,1.0,-1.0
2016-04-14,0.006317246832247375,5.6614604545757174e-05,1.0,1.0
2016-04-15,-0.006951047059551077,-0.004422971047461033,-1.0,-1.0
2016-04-18,0.004428974493825977,-0.0012401920976117253,1.0,-1.0
2016-04-19,0.02000062716928914,-0.003399573266506195,1.0,-1.0
2016-04-20,-0.007453395608384493,0.0013432789128273726,-1.0,1.0
2016-04-21,-0.006254034361328063,-0.0018468471243977547,-1.0,-1.0
2016-04-22,0.008122468780570899,-0.003274608636274934,1.0,-1.0
2016-04-25,-0.010006220838170292,-0.0014262800104916096,-1.0,-1.0
2016-04-26,0.0018837520575993173,-0.006268282420933247,1.0,-1.0
2016-04-27,0.00750004512105507,0.0003093316045124084,1.0,1.0
2016-04-28,-0.0037429588379557866,0.003792907577008009,-1.0,1.0
2016-04-29,0.014888567797958102,0.0021490927319973707,1.0,1.0
2016-05-02,0.0043011353370333285,-0.002813195576891303,1.0,-1.0
2016-05-03,-0.024830541475690145,0.0003714462509378791,-1.0,1.0
2016-05-04,-0.012014054021907146,-0.005459563806653023,-1.0,-1.0
2016-05-05,-0.006381683805996406,-0.0006927973590791225,-1.0,-1.0
2016-05-06,0.0,0.00031283858697861433,0.0,1.0
2016-05-09,-0.012238477175996654,-0.0006058049621060491,-1.0,-1.0
2016-05-10,0.007747048917778886,0.0013933401787653565,1.0,1.0
2016-05-11,-0.007099153068487241,0.004159923177212477,-1.0,1.0
2016-05-12,-0.0038936192078831986,0.0029066158458590508,-1.0,1.0
2016-05-13,-0.018373175963832266,-0.007043519522994757,-1.0,-1.0
2016-05-16,0.009228784087783824,-0.00018844366422854364,1.0,-1.0
2016-05-17,-0.0013131654586230113,-0.004079988691955805,-1.0,-1.0
2016-05-18,-0.005930849264633155,0.002121633617207408,-1.0,1.0
2016-05-19,-0.007296873616001048,-8.21177673060447e-05,-1.0,-1.0
2016-05-20,0.00265964828210789,-0.0020326257217675447,1.0,-1.0
2016-05-23,0.003976050289909696,0.005133667029440403,1.0,1.0
2016-05-24,0.012487905886435098,0.0043439059518277645,1.0,1.0
2016-05-25,0.01233374578302466,-0.0011310746194794774,1.0,-1.0
2016-05-26,0.006430865457396036,-0.003446544986218214,1.0,-1.0
2016-05-27,-0.007721989413498239,0.004049415700137615,-1.0,1.0
2016-05-31,-0.0038834713553733712,-0.0026614582166075706,-1.0,-1.0
2016-06-01,-0.009775244148498978,-0.002968904795125127,-1.0,-1.0
2016-06-02,0.006527345185092507,-0.0004650664341170341,1.0,-1.0
2016-06-03,0.009712020192510681,0.0004890001728199422,1.0,1.0
2016-06-06,0.0019311763325699793,0.001760517479851842,1.0,1.0
2016-06-07,0.008325402919740904,-0.002788239624351263,1.0,-1.0
2016-06-08,0.003183590569368873,0.0001099802611861378,1.0,1.0
2016-06-09,-0.008940012435476763,0.0015576248988509178,-1.0,1.0
2016-06-10,-0.02928949023918537,-0.0005979392444714904,-1.0,-1.0
2016-06-13,-0.020688102296951432,-0.001413267571479082,-1.0,-1.0
2016-06-14,-0.015630559860304316,0.0020114565268158913,-1.0,1.0
2016-06-15,0.0061454869509757854,0.006024619564414024,1.0,1.0
2016-06-16,-0.004776595057911879,0.004057114478200674,-1.0,1.0
2016-06-17,0.022989582703143708,0.002595067722722888,1.0,1.0
2016-06-20,0.011960187561048196,-0.0002630963281262666,1.0,-1.0
2016-06-21,0.005926943811490005,-0.0008498203242197633,1.0,-1.0
2016-06-22,0.0028707861892923823,-0.0012809718027710915,1.0,-1.0
2016-06-23,0.029558794991120192,0.001496782642789185,1.0,1.0
2016-06-24,-0.10932375096031817,0.0024661379866302013,-1.0,1.0
2016-06-27,-0.031539055614571376,0.003195153083652258,-1.0,1.0
2016-06-28,0.02137928786312016,0.0010463042417541146,1.0,1.0
2016-06-29,0.017354073956025822,0.0022901103366166353,1.0,1.0
2016-06-30,0.01564756805141541,5.422471440397203e-05,1.0,1.0
2016-07-01,0.0,0.0013919693883508444,0.0,1.0
2016-07-05,-0.04474050367192314,0.004986237734556198,-1.0,1.0
2016-07-06,0.008085281068249366,-0.0020412239246070385,1.0,-1.0
2016-07-07,-0.0007323505347874669,-0.004074499476701021,-1.0,-1.0
2016-07-08,0.014545698882471342,0.0047082151286304,1.0,1.0
2016-07-11,0.015759661747896635,-0.003101989859715104,1.0,-1.0
2016-07-12,0.02595718765496321,-0.0005824039690196514,1.0,-1.0
2016-07-13,-0.0076468679036057,-0.004412776790559292,-1.0,-1.0
2016-07-14,0.031596044444389876,-0.007411402650177479,1.0,-1.0
2016-07-15,0.0013513848450983368,-0.006168756168335676,1.0,-1.0
2016-07-18,-0.002704529455238125,0.004846278578042984,-1.0,1.0
2016-07-19,-0.0067935333397807045,-0.006221298594027758,-1.0,-1.0
2016-07-20,0.004760273460800028,-0.0051256269216537476,1.0,-1.0
2016-07-21,-0.004078825642386683,0.003059418871998787,-1.0,1.0
2016-07-22,0.006788921151901567,0.0013337298296391964,1.0,1.0
2016-07-25,-0.0020318827632729713,-0.007943888194859028,-1.0,-1.0
2016-07-26,0.0067568112880862586,-0.004311991855502129,1.0,-1.0
2016-07-27,0.008716054564416015,-0.0048303003422915936,1.0,-1.0
2016-07-28,0.0026667339648770694,-0.0006512090330943465,1.0,-1.0
2016-07-29,0.009277692464820204,0.001926470547914505,1.0,1.0
2016-08-01,-0.015957704217727308,-0.005251295864582062,-1.0,-1.0
2016-08-02,-0.004029654698257164,-0.0007687830366194248,-1.0,-1.0
2016-08-03,-0.008786819143416984,-0.004825026262551546,-1.0,-1.0
2016-08-04,0.0033887685404750695,-0.008808907121419907,1.0,-1.0
2016-08-05,0.01344098308922911,-0.009859963320195675,1.0,-1.0
2016-08-08,0.006653413071598958,-0.004026047419756651,1.0,-1.0
2016-08-09,0.009897779629750192,-0.007881760597229004,1.0,-1.0
2016-08-10,0.001312368504660526,0.0010980376973748207,1.0,1.0
2016-08-11,0.002619581350210999,0.0038364212960004807,1.0,1.0
2016-08-12,0.008466291223436825,0.0004451341228559613,1.0,1.0
2016-08-15,0.0019436171273929514,-0.0020413671154528856,1.0,-1.0
2016-08-16,0.0025856489999777845,-0.006604060065001249,1.0,-1.0
2016-08-17,-0.0006457364080392465,-0.007875042967498302,-1.0,-1.0
2016-08-18,0.006439134110400207,-0.0051714833825826645,1.0,-1.0
2016-08-19,-0.0032144170448464493,-0.0067105782218277454,-1.0,-1.0
2016-08-22,-0.004517573896665384,-0.0027575138956308365,-1.0,-1.0
2016-08-23,0.011575715037767973,-0.005679700989276171,1.0,-1.0
2016-08-24,0.0025542776457632183,-0.0038088224828243256,1.0,-1.0
2016-08-25,-0.005756343308753789,-0.0026173319201916456,-1.0,-1.0
2016-08-26,-0.0019261463519557502,-0.007730078883469105,-1.0,-1.0
2016-08-29,0.005767344540118696,-0.005759223364293575,1.0,-1.0
2016-08-30,0.001915145120590733,0.001175227458588779,1.0,1.0
2016-08-31,-0.004474260299488111,-0.003461688756942749,-1.0,-1.0
2016-09-01,0.016518753765219694,-0.0026597504038363695,1.0,-1.0
2016-09-02,0.006281454448941362,0.008248002268373966,1.0,1.0
2016-09-06,0.016765342782823312,-0.0009404981974512339,1.0,-1.0
2016-09-07,0.00430112522883665,-0.0013927314430475235,1.0,-1.0
2016-09-08,0.008547022318906947,-0.00337921641767025,1.0,-1.0
2016-09-09,-0.01654953615842983,-0.005969848483800888,-1.0,-1.0
2016-09-12,0.009228034318011837,-0.006746914237737656,1.0,-1.0
2016-09-13,-0.019165995821970414,0.0006644484237767756,-1.0,1.0
2016-09-14,-0.008147906004893783,-0.0018249351996928453,-1.0,-1.0
2016-09-15,0.0075234760074634486,7.97358516138047e-05,1.0,1.0
2016-09-16,-0.01510411320732009,-0.0038099857047200203,-1.0,-1.0
2016-09-19,0.0075806371998566845,-0.005580408498644829,1.0,-1.0
2016-09-20,-0.0006296043147237343,-0.00500270863994956,-1.0,-1.0
2016-09-21,0.013758899657511958,0.0030874351505190134,1.0,1.0
2016-09-22,0.014184606484076007,-0.005871525965631008,1.0,-1.0
2016-09-23,-0.0036810137697948302,-0.0026511175092309713,-1.0,-1.0
2016-09-26,-0.003694613709145436,-0.0015474115498363972,-1.0,-1.0
2016-09-27,-0.004947439482010875,-0.002403739606961608,-1.0,-1.0
2016-09-28,0.008027220951799785,-0.004137936979532242,1.0,-1.0
2016-09-29,-0.006788095984219976,-0.004919865168631077,-1.0,-1.0
2016-09-30,0.01047130709246682,-0.007792796939611435,1.0,-1.0
2016-10-03,-0.0012261470142702433,-0.0008040424436330795,-1.0,-1.0
2016-10-04,-0.004303769437992694,0.0031661069951951504,-1.0,1.0
2016-10-05,0.009199673455152772,-0.0014003231190145016,1.0,-1.0
2016-10-06,-0.005509604288344833,0.00011410124716348946,-1.0,1.0
2016-10-07,-0.0030741635209660142,-3.4709490137174726e-05,-1.0,-1.0
2016-10-10,0.0,-0.003990851808339357,0.0,-1.0
2016-10-11,-0.007416465239900282,0.002224864438176155,-1.0,1.0
2016-10-12,-0.0031066969630772555,0.0003726677387021482,-1.0,1.0
2016-10-13,-0.0049905851742056695,-0.008496426977217197,-1.0,-1.0
2016-10-14,0.004368098594141392,0.002518947934731841,1.0,1.0
2016-10-17,0.0012445859116306582,0.001995405415073037,1.0,1.0
2016-10-18,0.012361149261879228,-0.0015057011041790247,1.0,-1.0
2016-10-19,0.0,0.0027809066232293844,0.0,1.0
2016-10-20,0.003678694480375048,0.0012908799108117819,1.0,1.0
2016-10-21,-0.0030646173498769494,-0.004942232742905617,-1.0,-1.0
2016-10-24,0.012202641397200033,-0.0040823789313435555,1.0,-1.0
2016-10-25,0.003027565942747494,-0.0030962983146309853,1.0,-1.0
2016-10-26,-0.001209951318320083,-0.0018315482884645462,-1.0,-1.0
2016-10-27,-0.0006054634145834675,-0.0032284059561789036,-1.0,-1.0
2016-10-28,0.002419718777153997,0.0036975578404963017,1.0,1.0
2016-10-31,-0.006668629927762709,0.0028157138731330633,-1.0,1.0
2016-11-01,-0.0036562771680905552,0.002514561405405402,-1.0,1.0
2016-11-02,-0.004282642580474225,-0.0024160793982446194,-1.0,-1.0
2016-11-03,0.013398514577153091,-0.002264395821839571,1.0,-1.0
2016-11-04,-0.022019281677051965,-0.007173895835876465,-1.0,-1.0
2016-11-07,0.005550441569236394,-0.004754127934575081,1.0,-1.0
2016-11-08,0.011009245279227187,6.8856170400977135e-06,1.0,1.0
2016-11-09,0.0,-0.004746168851852417,0.0,-1.0
2016-11-10,0.0018231376369965554,-0.004270693752914667,1.0,-1.0
2016-11-11,-0.008536536907072362,0.0019250032491981983,-1.0,1.0
2016-11-14,-0.007992610466879106,-0.0021241744980216026,-1.0,-1.0
2016-11-15,0.010439092696152147,-0.0011670293752104044,1.0,-1.0
2016-11-16,-0.014769549190224267,-0.0014219703152775764,-1.0,-1.0
2016-11-17,-0.007467358858449731,-0.004335399717092514,-1.0,-1.0
2016-11-18,-0.006265711365254531,-0.0036205342039465904,-1.0,-1.0
2016-11-21,0.006265711365254614,0.004499395377933979,1.0,1.0
2016-11-22,0.0124147983404607,0.002447462873533368,1.0,1.0
2016-11-23,-0.01054261338221102,0.0007296945550478995,-1.0,1.0
2016-11-25,0.002490532282414436,0.0008898462401703,1.0,1.0
2016-11-28,-0.011886193248127381,-0.0003421422152314335,-1.0,-1.0
2016-11-29,0.008147906004893837,-0.007300861645489931,1.0,-1.0
2016-11-30,0.0043599998078168506,-0.003143799491226673,1.0,-1.0
2016-12-01,0.003722054020782416,0.0002078486722894013,1.0,1.0
2016-12-02,-0.0037220540207822885,-0.0022589662112295628,-1.0,-1.0
2016-12-05,0.019083342450418133,-0.008678066544234753,1.0,-1.0
2016-12-06,0.01752846508722793,-0.0053746700286865234,1.0,-1.0
2016-12-07,0.015458112855586566,0.0008868479635566473,1.0,1.0
2016-12-08,-0.006510804105601861,0.0008990995120257139,-1.0,1.0
2016-12-09,-0.01254890317193256,-0.0023980075493454933,-1.0,-1.0
2016-12-12,0.004200529915762864,-0.00315560819581151,1.0,-1.0
2016-12-13,0.004778977691577766,-0.004448404535651207,1.0,-1.0
2016-12-14,-0.01743356549804469,-0.004436447750777006,-1.0,-1.0
2016-12-15,-0.0018209862325664582,-0.0022897478193044662,-1.0,-1.0
2016-12-16,0.010275044123270363,-0.0036671729758381844,1.0,-1.0
2016-12-19,-0.013317285371103358,-0.005034375004470348,-1.0,-1.0
2016-12-20,0.0,-0.00686800479888916,0.0,-1.0
2016-12-21,0.008887902333237465,-0.0035272110253572464,1.0,-1.0
2016-12-22,-0.003034847048093089,-0.005994843784719706,-1.0,-1.0
2016-12-23,0.0030348470480931486,-0.006084180902689695,1.0,-1.0
2016-12-27,-0.0012129323396541305,-0.008044169284403324,-1.0,-1.0
2016-12-28,-0.004866185745940165,-0.005888547748327255,-1.0,-1.0
2016-12-29,0.009104721375297983,-0.003592350985854864,1.0,-1.0
2016-12-30,-0.0012090816285561903,-0.0033198283053934574,-1.0,-1.0
