Date,023_XLK_1d_actual_lnrts,023_XLK_1d_forecast_lnrts,023_XLK_1d_true_label,023_XLK_1d_forecast_label
2016-01-06,-0.01241068875076415,-0.0004696482792496681,-1.0,-1.0
2016-01-07,-0.029983800528938225,-8.998042903840542e-05,-1.0,-1.0
2016-01-08,-0.007950371394381173,0.005479844287037849,-1.0,1.0
2016-01-11,0.006464290386132627,0.0015022242441773415,1.0,1.0
2016-01-12,0.01182577870034956,0.0006006199400871992,1.0,1.0
2016-01-13,-0.02731050919762457,-0.0012782621197402477,-1.0,-1.0
2016-01-14,0.018701425491625814,0.002260774839669466,1.0,1.0
2016-01-15,-0.028566250293571276,0.006304070353507996,-1.0,1.0
2016-01-19,0.001016324972827069,-0.0005833106115460396,1.0,-1.0
2016-01-20,-0.0079031286125363,-0.0002417305950075388,-1.0,-1.0
2016-01-21,0.0056150873870897825,0.004129895009100437,1.0,1.0
2016-01-22,0.027364575352943305,0.0020649877842515707,1.0,1.0
2016-01-25,-0.011707785220957173,-0.0010527451522648335,-1.0,-1.0
2016-01-26,0.009724617179271438,0.0012961702886968851,1.0,1.0
2016-01-27,-0.02081057414787395,0.0036571533419191837,-1.0,1.0
2016-01-28,0.01283841417548259,0.008750921115279198,1.0,1.0
2016-01-29,0.031029277785710224,0.007674650754779577,1.0,1.0
2016-02-01,0.0036307407617774245,0.0013968066778033972,1.0,1.0
2016-02-02,-0.018040564174844776,0.0009906860068440437,-1.0,1.0
2016-02-03,-0.0012307083316878634,0.0036612222902476788,-1.0,1.0
2016-02-04,0.0009847993555276043,0.002110640052706003,1.0,1.0
2016-02-05,-0.028452168101006686,0.0008650575764477253,-1.0,1.0
2016-02-08,-0.014535476529437104,0.005309894680976868,-1.0,1.0
2016-02-09,-0.004634302597207127,0.010497670620679855,-1.0,1.0
2016-02-10,0.00154710197175151,0.0014751635026186705,1.0,1.0
2016-02-11,-0.0020635034614540854,0.004898419138044119,-1.0,1.0
2016-02-12,0.01384635858168254,0.006000414956361055,1.0,1.0
2016-02-16,0.017668440001971843,0.005038157105445862,1.0,1.0
2016-02-17,0.020307593203874718,0.004628646187484264,1.0,1.0
2016-02-18,-0.003930113965164186,-0.004847862757742405,-1.0,-1.0
2016-02-19,0.0007380057672995062,0.0018206954700872302,1.0,1.0
2016-02-22,0.01319350787525718,0.0007571910973638296,1.0,1.0
2016-02-23,-0.015902644801858844,-0.000544950133189559,-1.0,-1.0
2016-02-24,0.007615851697424219,0.0024046143516898155,1.0,1.0
2016-02-25,0.012404467443309808,-0.000697119627147913,1.0,-1.0
2016-02-26,-0.002662405413973246,-0.0023435624316334724,-1.0,-1.0
2016-02-29,-0.0070534515142417435,0.0027285104151815176,-1.0,1.0
2016-03-01,0.02934302182091558,0.00016132858581840992,1.0,1.0
2016-03-02,0.0028403220677299503,-0.0032664230093359947,1.0,-1.0
2016-03-03,0.0,0.003160453401505947,0.0,1.0
2016-03-04,0.002596515977425611,0.0003500739112496376,1.0,1.0
2016-03-07,-0.006148070919857024,-0.003940785303711891,-1.0,-1.0
2016-03-08,-0.0061860790547472325,-0.0017735213041305542,-1.0,-1.0
2016-03-09,0.00855524018777812,0.0005569832865148783,1.0,1.0
2016-03-10,-0.0009472008763280191,0.0007605785503983498,-1.0,1.0
2016-03-11,0.015278425411847355,-0.0009172582067549229,1.0,-1.0
2016-03-14,0.0011655552986372588,0.00031904736533761024,1.0,1.0
2016-03-15,0.0037210995753525758,0.003786231856793165,1.0,1.0
2016-03-16,0.01153937937995976,5.386117845773697e-05,1.0,1.0
2016-03-17,0.0036647302696850336,-0.0020390083082020283,1.0,-1.0
2016-03-18,0.0016072194752408536,0.0004957155324518681,1.0,1.0
2016-03-21,0.003435244030323033,0.0011317486641928554,1.0,1.0
2016-03-22,0.00022841133641451626,-0.0014021564275026321,1.0,-1.0
2016-03-23,-0.00573058892874517,-0.004061173181980848,-1.0,-1.0
2016-03-24,0.00275479078208616,-0.005868006497621536,1.0,-1.0
2016-03-28,-0.0025251193668345048,-0.0018636807799339294,-1.0,-1.0
2016-03-29,0.015507925775387621,-0.001427377574145794,1.0,-1.0
2016-03-30,0.005866336466426626,-0.002643444575369358,1.0,-1.0
2016-03-31,-0.00202664903705661,-0.005514402873814106,-1.0,-1.0
2016-04-01,0.007635265777506665,-0.005309286527335644,1.0,-1.0
2016-04-04,-0.0038103342355646766,-0.003673382569104433,-1.0,-1.0
2016-04-05,-0.009703366834089105,-0.010180175304412842,-1.0,-1.0
2016-04-06,0.009703366834089127,-0.006246337667107582,1.0,-1.0
2016-04-07,-0.014476625121921058,0.0007425383664667606,-1.0,1.0
2016-04-08,0.0,0.00021238462068140507,0.0,1.0
2016-04-11,-0.002737820640161111,-0.007329200394451618,-1.0,-1.0
2016-04-12,0.006830525072242326,-0.0025146128609776497,1.0,-1.0
2016-04-13,0.010159257459834693,-0.0032518436200916767,1.0,-1.0
2016-04-14,-0.00022471371491414367,0.0006010427605360746,-1.0,1.0
2016-04-15,-0.003826561579673751,-0.00272919749841094,-1.0,-1.0
2016-04-18,0.004275938524592817,-0.0029159621335566044,1.0,-1.0
2016-04-19,-0.005630181202181319,-0.0003895577974617481,-1.0,-1.0
2016-04-20,0.002030561377155527,8.995877578854561e-05,1.0,1.0
2016-04-21,-0.003612554349159542,-0.0009770123288035393,-1.0,-1.0
2016-04-22,-0.017570288442261425,-0.005949227139353752,-1.0,-1.0
2016-04-25,0.00023015375264122514,-0.0012135445140302181,1.0,-1.0
2016-04-26,-0.004844838222755545,-0.0017364737577736378,-1.0,-1.0
2016-04-27,-0.004636150001533412,-0.0013087322004139423,-1.0,-1.0
2016-04-28,-0.012625765712289889,-0.004632589872926474,-1.0,-1.0
2016-04-29,-0.00874397502886882,-0.002340704668313265,-1.0,-1.0
2016-05-02,0.007331132639660425,-0.0018743802793323994,1.0,-1.0
2016-05-03,-0.009231856959695525,-0.00013559521175920963,-1.0,-1.0
2016-05-04,-0.0030965590503296077,0.0017081007827073336,-1.0,1.0
2016-05-05,0.00047713483350069044,0.00034686876460909843,1.0,1.0
2016-05-06,0.007364490356096522,0.00283075962215662,1.0,1.0
2016-05-09,0.0,-8.895201608538628e-05,0.0,-1.0
2016-05-10,0.012933650342803036,-0.001513141207396984,1.0,-1.0
2016-05-11,-0.00726924372076588,-0.002150755375623703,-1.0,-1.0
2016-05-12,-0.002828325698326093,0.0005768975242972374,-1.0,1.0
2016-05-13,-0.0037834743265869534,0.0017906231805682182,-1.0,1.0
2016-05-16,0.013881043745678808,-0.0023828628472983837,1.0,-1.0
2016-05-17,-0.010097569419091897,-0.0034155179746448994,-1.0,-1.0
2016-05-18,0.0018862860681149766,0.0026614402886480093,1.0,1.0
2016-05-19,-0.005432706482695167,0.004739420022815466,-1.0,1.0
2016-05-20,0.012007079935243534,-0.0013043642975389957,1.0,-1.0
2016-05-23,-0.0018738178636364526,-0.00174354063346982,-1.0,-1.0
2016-05-24,0.018583464565477208,0.0038860763888806105,1.0,1.0
2016-05-25,0.006880681630599176,0.0007457677274942398,1.0,1.0
2016-05-26,0.0031950021112854324,-0.004343954846262932,1.0,-1.0
2016-05-27,0.0047732582878319205,-0.0035553742200136185,1.0,-1.0
2016-05-31,0.002038747862776916,-0.0006681345403194427,1.0,-1.0
2016-06-01,-0.00249234470406755,-0.003330742474645376,-1.0,-1.0
2016-06-02,-0.000907951062150075,-0.003710951656103134,-1.0,-1.0
2016-06-03,-0.0022731642388750246,-0.0024453243240714073,-1.0,-1.0
2016-06-06,0.0018189725303657128,0.0009374713990837336,1.0,1.0
2016-06-07,0.0040808282327003545,-0.0007746806368231773,1.0,-1.0
2016-06-08,0.0020340703955934953,0.001997800078243017,1.0,1.0
2016-06-09,0.00022573720859725305,-0.002380702644586563,1.0,-1.0
2016-06-10,-0.0077044733357568675,-0.0006799420807510614,-1.0,-1.0
2016-06-13,-0.01120919268267288,-0.0006228243000805378,-1.0,-1.0
2016-06-14,0.002297784265762277,-0.0011855047196149826,1.0,-1.0
2016-06-15,-0.0025277613571564493,0.001637426670640707,-1.0,1.0
2016-06-16,0.002068669065001647,-0.00048372335731983185,1.0,-1.0
2016-06-17,-0.0066907034934633345,0.002563493326306343,-1.0,1.0
2016-06-20,0.004172399214520348,0.0026933536864817142,1.0,1.0
2016-06-21,0.006915793806813356,-0.0037556267343461514,1.0,-1.0
2016-06-22,-0.0034518595980870146,0.0008120378479361534,-1.0,1.0
2016-06-23,0.013509032546950394,-0.00025023985654115677,1.0,-1.0
2016-06-24,-0.03919341598980885,-0.0010206615552306175,-1.0,-1.0
2016-06-27,-0.020308797717532658,-0.000833442434668541,-1.0,-1.0
2016-06-28,0.019599070642525588,-0.0024374332278966904,1.0,-1.0
2016-06-29,0.015267362377781814,-0.003412474412471056,1.0,-1.0
2016-06-30,0.010896163890224103,0.0020571500062942505,1.0,1.0
2016-07-01,0.0023031248256081566,-0.0032752170227468014,1.0,-1.0
2016-07-05,-0.007388649340290295,0.0010622215922921896,-1.0,1.0
2016-07-06,0.006928406268572114,0.0013376605929806828,1.0,1.0
2016-07-07,0.0,-0.003134746104478836,0.0,-1.0
2016-07-08,0.015528928198368597,-0.0023846253752708435,1.0,-1.0
2016-07-11,0.0058744090732872935,-0.007684293203055859,1.0,-1.0
2016-07-12,0.008077275884985833,-0.0011100061237812042,1.0,-1.0
2016-07-13,0.00022347428801833478,0.0002213185653090477,1.0,1.0
2016-07-14,0.006458015530230586,-0.005737469531595707,1.0,-1.0
2016-07-15,-0.0008883249387001668,-0.0035986476577818394,-1.0,-1.0
2016-07-18,0.006643202777513144,0.0011490422766655684,1.0,1.0
2016-07-19,-0.0022094257638991424,-0.0030022216960787773,-1.0,-1.0
2016-07-20,0.012965678822445877,-0.0033856667578220367,1.0,-1.0
2016-07-21,-0.0052539851603115514,-0.0010881898924708366,-1.0,-1.0
2016-07-22,0.005908807744342528,0.0014621872687712312,1.0,1.0
2016-07-25,-0.0013100519529510436,-0.004590160213410854,-1.0,-1.0
2016-07-26,0.0021824896676609384,-0.0036112326197326183,1.0,-1.0
2016-07-27,0.008250183816703643,-0.004239111207425594,1.0,-1.0
2016-07-28,0.0006483431408919683,-0.0034805573523044586,1.0,-1.0
2016-07-29,0.0036665747033419326,-0.0062586162239313126,1.0,-1.0
2016-08-01,0.0019356936524871468,-0.0025831665843725204,1.0,-1.0
2016-08-02,-0.007548847307778195,-0.003360820934176445,-1.0,-1.0
2016-08-03,0.0034580110409692597,-0.004844816401600838,1.0,-1.0
2016-08-04,0.005379315078286075,-0.008938014507293701,1.0,-1.0
2016-08-05,0.00961022069891799,-0.0062605757266283035,1.0,-1.0
2016-08-08,-0.00021242279641030902,-0.006615903228521347,-1.0,-1.0
2016-08-09,0.0021235418762937,-0.006086725741624832,1.0,-1.0
2016-08-10,-0.003186941118145962,-0.004510999191552401,-1.0,-1.0
2016-08-11,0.0036110137177670777,-0.002671124879270792,1.0,-1.0
2016-08-12,-0.0010607570872583722,-0.004798959009349346,-1.0,-1.0
2016-08-15,0.0048703091919477665,-0.004732443019747734,1.0,-1.0
2016-08-16,-0.007420565822456371,-0.0071733202785253525,-1.0,-1.0
2016-08-17,-0.0004258459382174607,-0.005823629908263683,-1.0,-1.0
2016-08-18,0.0004258459382176054,-0.004301275592297316,1.0,-1.0
2016-08-19,0.0006379843072940747,-0.003818283788859844,1.0,-1.0
2016-08-22,0.0,-0.006099263206124306,0.0,-1.0
2016-08-23,0.0036089742491606193,-0.0049511343240737915,1.0,-1.0
2016-08-24,-0.0055247364628283275,-0.0073716901242733,-1.0,-1.0
2016-08-25,0.002128448920053468,-0.0018415143713355064,1.0,-1.0
2016-08-26,0.00042515102458271105,-0.0021943184547126293,1.0,-1.0
2016-08-29,0.0038184415513870793,-0.003046930767595768,1.0,-1.0
2016-08-30,-0.0033934928765174534,-0.00418552802875638,-1.0,-1.0
2016-08-31,-0.001700770713132148,-0.006592772901058197,-1.0,-1.0
2016-09-01,0.003186941118145934,-0.005034605972468853,1.0,-1.0
2016-09-02,0.0044448738787325,0.0002896101213991642,1.0,1.0
2016-09-06,0.005055866629991604,-0.0021551065146923065,1.0,-1.0
2016-09-07,0.0025183798420825147,-0.0022344933822751045,1.0,-1.0
2016-09-08,-0.008207955452118918,-0.004979773424565792,-1.0,-1.0
2016-09-09,-0.024819459728686852,-0.006237988360226154,-1.0,-1.0
2016-09-12,0.01654357580547978,-0.0031012343242764473,1.0,-1.0
2016-09-13,-0.007271182627096989,-0.0036065694876015186,-1.0,-1.0
2016-09-14,0.004710827176806311,-0.0031468672677874565,1.0,-1.0
2016-09-15,0.016315631273322938,-0.002123143058270216,1.0,-1.0
2016-09-16,-0.003687923561011172,-0.005783526226878166,-1.0,-1.0
2016-09-19,-0.001908171986741675,-0.0042587704956531525,-1.0,-1.0
2016-09-20,-0.0006369032835593071,-0.003484797663986683,-1.0,-1.0
2016-09-21,0.011192228778682851,-0.004537113942205906,1.0,-1.0
2016-09-22,0.006071366570092329,-0.0031809047795832157,1.0,-1.0
2016-09-23,-0.008805030664910906,-0.004817681387066841,-1.0,-1.0
2016-09-26,-0.005913489413563323,-0.0011860472150146961,-1.0,-1.0
2016-09-27,0.010954360935540202,-0.005075749009847641,1.0,-1.0
2016-09-28,0.001883808191126705,-0.00590719748288393,1.0,-1.0
2016-09-29,-0.006082742934319649,-0.0038491119630634785,-1.0,-1.0
2016-09-30,0.005245935296556987,-0.0010139355435967445,1.0,-1.0
2016-10-03,-0.002934364176597104,-0.0036275554448366165,-1.0,-1.0
2016-10-04,-0.0035747636611715354,-0.0018035322427749634,-1.0,-1.0
2016-10-05,0.0035747636611716386,-0.0012255324982106686,1.0,-1.0
2016-10-06,0.0023063464629835707,-0.003878944553434849,1.0,-1.0
2016-10-07,-0.002726190266908905,-0.004990460351109505,-1.0,-1.0
2016-10-10,0.006905989253959274,-0.0017544971778988838,1.0,-1.0
2016-10-11,-0.011325635038431052,-0.0015619872137904167,-1.0,-1.0
2016-10-12,0.0016859816896533603,-0.0005550519563257694,1.0,-1.0
2016-10-13,-0.00633726570614809,-0.004169501829892397,-1.0,-1.0
2016-10-14,0.0038072367454905606,-0.0023226686753332615,1.0,-1.0
2016-10-17,-0.0021133154925461,-0.0021671298891305923,-1.0,-1.0
2016-10-18,0.0054852812319876425,-0.0022762203589081764,1.0,-1.0
2016-10-19,0.0018917273160347979,-0.0033614258281886578,1.0,-1.0
2016-10-20,-0.004630574747306981,-0.0003132489509880543,-1.0,-1.0
2016-10-21,0.0027388474312722575,-0.005168871022760868,1.0,-1.0
2016-10-24,0.009631664409966517,-0.0016027973033487797,1.0,-1.0
2016-10-25,-0.003548921475646795,-0.0027082026936113834,-1.0,-1.0
2016-10-26,-0.005662168414358821,-0.0026737949810922146,-1.0,-1.0
2016-10-27,-0.0012625112987447165,-0.004946294240653515,-1.0,-1.0
2016-10-28,-0.0010533759531897004,-0.003025239799171686,-1.0,-1.0
2016-10-31,-0.00042180695421898393,-0.0028861286118626595,-1.0,-1.0
2016-11-01,-0.008683761952599272,-0.0010126871056854725,-1.0,-1.0
2016-11-02,-0.006401942087807024,-0.005887220613658428,-1.0,-1.0
2016-11-03,-0.009680740384650308,-0.0037259431555867195,-1.0,-1.0
2016-11-04,-0.0017308490247996092,-0.005083154886960983,-1.0,-1.0
2016-11-07,0.021423298208359094,-0.0018174033612012863,1.0,-1.0
2016-11-08,0.004863196459252609,-0.0014481772668659687,1.0,-1.0
2016-11-09,-0.0012663918538667544,-0.0035524126142263412,-1.0,-1.0
2016-11-10,-0.01618093236873353,-0.002483055926859379,-1.0,-1.0
2016-11-11,0.0030004621116511095,-0.0027137291617691517,1.0,-1.0
2016-11-14,-0.01531016751924977,-0.0049797724932432175,-1.0,-1.0
2016-11-15,0.014025335639104752,-0.0009011845104396343,1.0,-1.0
2016-11-16,0.009171428405949922,9.59665048867464e-05,1.0,1.0
2016-11-17,0.006349336622308977,-0.002787709701806307,1.0,-1.0
2016-11-18,-0.0008443112064894185,-0.0023211766965687275,-1.0,-1.0
2016-11-21,0.010084096036347748,-0.00014516524970531464,1.0,-1.0
2016-11-22,0.0031307270113806584,-0.0010184184648096561,1.0,-1.0
2016-11-23,-0.003967205882030315,-0.0025469036772847176,-1.0,-1.0
2016-11-25,0.004175372561761623,-0.003999358508735895,1.0,-1.0
2016-11-28,0.0008331430298955014,-0.0021852003410458565,1.0,-1.0
2016-11-29,0.0006241431632904552,-0.0014870008453726768,1.0,-1.0
2016-11-30,-0.011928524790904152,-0.0017636893317103386,-1.0,-1.0
2016-12-01,-0.0208473616888345,-0.0014579277485609055,-1.0,-1.0
2016-12-02,0.0036476537445098672,0.002225884236395359,1.0,1.0
2016-12-05,0.009591922951089989,-0.0020119422115385532,1.0,-1.0
2016-12-06,0.0029653343167186466,-0.003168117254972458,1.0,-1.0
2016-12-07,0.01885677779758407,0.0007882206700742245,1.0,1.0
2016-12-08,0.0024873998331592178,0.0004153491463512182,1.0,1.0
2016-12-09,0.007220323485434743,-0.0004330493975430727,1.0,-1.0
2016-12-12,-0.003087938179140288,-0.0026303320191800594,-1.0,-1.0
2016-12-13,0.012498762393456424,-0.005641615018248558,1.0,-1.0
2016-12-14,-0.0034675130829705425,-0.006057756021618843,-1.0,-1.0
2016-12-15,0.004485169709202354,-0.0045151314698159695,1.0,-1.0
2016-12-16,-0.007259032699366873,-0.0033941473811864853,-1.0,-1.0
2016-12-19,0.0071772730159969005,-0.0012706341221928596,1.0,-1.0
2016-12-20,0.003671266049745116,-0.003989907447248697,1.0,-1.0
2016-12-21,-0.002037877610302726,-0.0020109135657548904,-1.0,-1.0
2016-12-22,-0.0020421837732632997,-0.005419794470071793,-1.0,-1.0
2016-12-23,0.0010216854949119175,-0.002868151757866144,1.0,-1.0
2016-12-27,0.004075759452211252,-0.004214530345052481,1.0,-1.0
2016-12-28,-0.008988808129866575,-0.002889875788241625,-1.0,-1.0
2016-12-29,0.00020522586737356716,-0.002740520052611828,1.0,-1.0
2016-12-30,-0.007826984927003861,-0.0022656829096376896,-1.0,-1.0
