Date,043_IYF_1d_actual_lnrts,043_IYF_1d_forecast_lnrts,043_IYF_1d_true_label,043_IYF_1d_forecast_label
2016-01-05,0.004489155452205141,0.006444025784730911,1.0,1.0
2016-01-06,-0.01364490128646428,0.002502874471247196,-1.0,1.0
2016-01-07,-0.02750258747787605,0.0024836889933794737,-1.0,1.0
2016-01-08,-0.01555842139509461,0.00535233411937952,-1.0,1.0
2016-01-11,0.0035187161380951727,0.0059744324535131454,1.0,1.0
2016-01-12,0.005195008073482343,0.0018280277727171779,1.0,1.0
2016-01-13,-0.026743214124865158,0.0016734367236495018,-1.0,1.0
2016-01-14,0.009484472452394853,0.004798468202352524,1.0,1.0
2016-01-15,-0.02231398042007736,0.004414703696966171,-1.0,1.0
2016-01-19,-0.0012543913704678496,0.0034358263947069645,-1.0,1.0
2016-01-20,-0.019391003330904863,0.004626867827028036,-1.0,1.0
2016-01-21,-0.0016649386956543635,0.005138607695698738,-1.0,1.0
2016-01-22,0.019045773493045644,0.003346179611980915,1.0,1.0
2016-01-25,-0.021870104883239233,0.004310683812946081,-1.0,1.0
2016-01-26,0.01846848885296853,0.0027701659128069878,1.0,1.0
2016-01-27,-0.005949073830588177,0.0013786621857434511,-1.0,1.0
2016-01-28,-0.0005079056786961695,0.005997003056108952,-1.0,1.0
2016-01-29,0.030398371843952793,0.00232348102144897,1.0,1.0
2016-02-01,-0.004693236138584276,-0.00032419292256236076,-1.0,-1.0
2016-02-02,-0.024816275382022024,0.001997601240873337,-1.0,1.0
2016-02-03,0.0021548797125819767,-0.00041680014692246914,1.0,-1.0
2016-02-04,0.007443368564612565,0.002754614921286702,1.0,1.0
2016-02-05,-0.015836077682420784,0.0017628477653488517,-1.0,1.0
2016-02-08,-0.026657874851240583,0.002887686947360635,-1.0,1.0
2016-02-09,-0.0015749949848229395,0.005777822807431221,-1.0,1.0
2016-02-10,-0.0018405272328243768,0.0023296247236430645,-1.0,1.0
2016-02-11,-0.02694237772222562,-0.0020933880005031824,-1.0,-1.0
2016-02-12,0.034806881520889184,0.004757041111588478,1.0,1.0
2016-02-16,0.018114093107698126,0.002646439941599965,1.0,1.0
2016-02-17,0.011980890260551066,0.0023059623781591654,1.0,1.0
2016-02-18,-0.005462855949109058,-0.00018511503003537655,-1.0,-1.0
2016-02-19,0.0015275846820818676,0.0024456684477627277,1.0,1.0
2016-02-22,0.014521305694418297,-0.0006708062719553709,1.0,-1.0
2016-02-23,-0.016303684451724375,0.00016877660527825356,-1.0,1.0
2016-02-24,-0.0014025029533717784,0.004148575942963362,-1.0,1.0
2016-02-25,0.014441627501114695,0.00030861562117934227,1.0,1.0
2016-02-26,0.004892999171249223,0.00034816074185073376,1.0,1.0
2016-02-29,-0.010189458217656402,0.0035220221616327763,-1.0,1.0
2016-03-01,0.0334463614144748,-0.0007584057748317719,1.0,-1.0
2016-03-02,0.008401838342234165,-0.0031050776597112417,1.0,-1.0
2016-03-03,0.0070083010014129945,0.002041537780314684,1.0,1.0
2016-03-04,0.003605603325869128,-0.0021310688462108374,1.0,-1.0
2016-03-07,-0.0013206012262419306,-0.0023336319718509912,-1.0,-1.0
2016-03-08,-0.016717457215103086,-0.003920558840036392,-1.0,-1.0
2016-03-09,0.0012208655357294918,0.0007086086552590132,1.0,1.0
2016-03-10,-0.0007323753967652734,0.00045942142605781555,-1.0,1.0
2016-03-11,0.0251987158736882,-0.0010100977960973978,1.0,-1.0
2016-03-14,-0.0036975802113557643,-0.0019082075450569391,-1.0,-1.0
2016-03-15,-0.0020336504934776413,0.0008489519823342562,-1.0,1.0
2016-03-16,0.0009574401446223704,0.0009424783056601882,1.0,1.0
2016-03-17,0.011774011379241795,-0.003917282447218895,1.0,-1.0
2016-03-18,0.008710977691338032,-0.0005786225665360689,1.0,-1.0
2016-03-21,-0.0019943412914408235,-0.0010384370107203722,-1.0,-1.0
2016-03-22,-0.0022340504646111703,-0.0015766911674290895,-1.0,-1.0
2016-03-23,-0.00818142755373617,0.00026108440943062305,-1.0,1.0
2016-03-24,-0.004780704377585917,-0.0010223772842437029,-1.0,-1.0
2016-03-28,0.003110092828857356,0.0008310580160468817,1.0,1.0
2016-03-29,0.005478726804895548,0.0022577522322535515,1.0,1.0
2016-03-30,0.005921501415814031,0.002836951520293951,1.0,1.0
2016-03-31,-0.0010633986018764583,-0.0022463740315288305,-1.0,-1.0
2016-04-01,0.007419316248062673,0.0028850222006440163,1.0,1.0
2016-04-04,-0.005057891367342498,0.0007054614834487438,-1.0,1.0
2016-04-05,-0.013654213751336313,-0.004311093129217625,-1.0,-1.0
2016-04-06,0.006434686056678429,-0.0006497490685433149,1.0,-1.0
2016-04-07,-0.018582250901716536,0.0019294759258627892,-1.0,1.0
2016-04-08,0.004949008417756315,0.0005428181029856205,1.0,1.0
2016-04-11,0.0028856389624726214,-0.002357951132580638,1.0,-1.0
2016-04-12,0.011815984860050867,0.0022509568370878696,1.0,1.0
2016-04-13,0.02055154885550342,0.0018143578199669719,1.0,1.0
2016-04-14,0.0026700182190691505,0.0005936345551162958,1.0,1.0
2016-04-15,-0.0020889814711353904,-0.0024905672762542963,-1.0,-1.0
2016-04-18,0.006599932655809949,-0.0009394141379743814,1.0,-1.0
2016-04-19,0.008618364720514691,-0.0017087140586227179,1.0,-1.0
2016-04-20,0.007636522491191564,-0.002187724458053708,1.0,-1.0
2016-04-21,-0.009927618506651718,-0.004098378121852875,-1.0,-1.0
2016-04-22,0.008450449628112963,-0.0023870139848440886,1.0,-1.0
2016-04-25,-0.003303147322947822,-0.0005468043964356184,-1.0,-1.0
2016-04-26,0.006368747967050039,-0.0026361069176346064,1.0,-1.0
2016-04-27,0.0018122368170352128,-0.0008933914359658957,1.0,-1.0
2016-04-28,-0.010351112623408565,-0.0018336495850235224,-1.0,-1.0
2016-04-29,-0.006538514807495775,5.238223820924759e-05,-1.0,1.0
2016-05-02,0.010987804076413313,-0.000820116838440299,1.0,-1.0
2016-05-03,-0.013176934106212877,-0.002159633906558156,-1.0,-1.0
2016-05-04,-0.005087749518275447,-0.000794378574937582,-1.0,-1.0
2016-05-05,-0.00011600630849512807,-0.0021061853040009737,-1.0,-1.0
2016-05-06,0.004626957493169418,0.0006077089346945286,1.0,1.0
2016-05-09,-0.00023089943653525064,-0.003928336314857006,-1.0,-1.0
2016-05-10,0.012161843805076785,-0.0024438633117824793,1.0,-1.0
2016-05-11,-0.011815555734780787,-0.0012178828474134207,-1.0,-1.0
2016-05-12,0.002190045518045646,-0.001965943491086364,1.0,-1.0
2016-05-13,-0.012163463130598195,-0.0016769364010542631,-1.0,-1.0
2016-05-16,0.006389751720223101,-0.002691218862310052,1.0,-1.0
2016-05-17,-0.008022753609150945,-0.0028420721646398306,-1.0,-1.0
2016-05-18,0.015637053960929993,-0.00019800779409706593,1.0,-1.0
2016-05-19,-0.009004868385344502,-0.002908411668613553,-1.0,-1.0
2016-05-20,0.006934005525636481,-0.0008843631949275732,1.0,-1.0
2016-05-23,-0.0011522712414994648,-0.002730736741796136,-1.0,-1.0
2016-05-24,0.01567262522272089,-0.00122657953761518,1.0,-1.0
2016-05-25,0.008364390716521043,-0.0036860054824501276,1.0,-1.0
2016-05-26,-0.004286477782378057,-0.004737185314297676,-1.0,-1.0
2016-05-27,0.0067597950823489435,-0.0017842233646661043,1.0,-1.0
2016-05-31,-0.0022482412634251487,-0.005006107501685619,-1.0,-1.0
2016-06-01,0.0028095155412632277,-0.005410053767263889,1.0,-1.0
2016-06-02,0.0020179305372649307,-0.0029031347949057817,1.0,-1.0
2016-06-03,-0.01137587193129579,-0.0008859350346028805,-1.0,-1.0
2016-06-06,0.005084399124067259,0.0008804677054286003,1.0,1.0
2016-06-07,-0.0023694830065604847,-0.0024586620274931192,-1.0,-1.0
2016-06-08,0.0032706558868733086,-0.0013664860744029284,1.0,-1.0
2016-06-09,-0.0066655523183466936,-0.002918316749855876,-1.0,-1.0
2016-06-10,-0.012547125180508677,-0.002168832113966346,-1.0,-1.0
2016-06-13,-0.00783586825189843,-0.0040129004046320915,-1.0,-1.0
2016-06-14,-0.013627912457864922,-0.0024130886886268854,-1.0,-1.0
2016-06-15,0.0015233871904433939,0.000634081894531846,1.0,1.0
2016-06-16,0.00280643975663811,0.00013649463653564453,1.0,1.0
2016-06-17,-0.0017531760389148216,-0.0002939663827419281,-1.0,-1.0
2016-06-20,0.006296710777305583,0.001371826627291739,1.0,1.0
2016-06-21,0.003762947403306728,-0.00349965482018888,1.0,-1.0
2016-06-22,-0.0016293558201297012,-0.0002154374960809946,-1.0,-1.0
2016-06-23,0.02051949693880162,-0.0012751140166074038,1.0,-1.0
2016-06-24,-0.05319288941140323,-0.0042052119970321655,-1.0,-1.0
2016-06-27,-0.025225111005587428,-0.0004477838519960642,-1.0,-1.0
2016-06-28,0.02510480916648203,-0.0016024166252464056,1.0,-1.0
2016-06-30,0.03372511857491247,-0.00131445680744946,1.0,-1.0
2016-07-01,-0.0036137049154790577,-0.001648385776206851,-1.0,-1.0
2016-07-05,-0.013284124720764168,0.0007656647358089685,-1.0,1.0
2016-07-06,0.0027181970941455203,0.0010152340400964022,1.0,1.0
2016-07-07,0.0009436490358129056,-0.0016953602898865938,1.0,-1.0
2016-07-08,0.017647984849035767,-0.002016304759308696,1.0,-1.0
2016-07-11,0.006005853033386521,-0.003496109740808606,1.0,-1.0
2016-07-12,0.01156350745365685,-0.0048966119065880775,1.0,-1.0
2016-07-13,0.00045523072498763914,-0.0028560732025653124,1.0,-1.0
2016-07-14,0.007255464841777369,-0.005252462811768055,1.0,-1.0
2016-07-15,-0.001243355638962273,-0.005781014449894428,-1.0,-1.0
2016-07-18,0.0032745289103420228,-0.004106465727090836,1.0,-1.0
2016-07-19,0.0015768678773491987,-0.0006587335374206305,1.0,-1.0
2016-07-20,0.0015744763751638603,-0.0014720845501869917,1.0,-1.0
2016-07-21,-0.00405365992877843,-0.003197835525497794,-1.0,-1.0
2016-07-22,0.006747003376392599,-0.0041384100914001465,1.0,-1.0
2016-07-25,-0.002693343447614119,-0.0004548570141196251,-1.0,-1.0
2016-07-26,0.0007862583451853864,-0.001324481563642621,1.0,-1.0
2016-07-27,-0.0004492375482041821,-0.003529151203110814,-1.0,-1.0
2016-07-28,0.0037002732922071626,-0.00553694274276495,1.0,-1.0
2016-07-29,-0.001231926431145758,-0.004590563476085663,-1.0,-1.0
2016-08-01,-0.002468346861061316,-0.006762673147022724,-1.0,-1.0
2016-08-02,-0.008687190965940537,-0.0032132475171238184,-1.0,-1.0
2016-08-03,0.009024268907892088,-0.0007522567175328732,1.0,-1.0
2016-08-04,-0.0015734031479100073,-0.0026208318304270506,-1.0,-1.0
2016-08-05,0.01617700545255111,-0.004121364094316959,1.0,-1.0
2016-08-08,0.0008850590503577729,-0.0056822337210178375,1.0,-1.0
2016-08-09,0.0017675926188174232,-0.0029861025977879763,1.0,-1.0
2016-08-10,-0.0067558070116106594,-0.004676319658756256,-1.0,-1.0
2016-08-11,0.00044439628775024155,-0.0033621026668697596,1.0,-1.0
2016-08-12,-0.0017787036565527505,-0.004835526458919048,-1.0,-1.0
2016-08-15,0.006322521761595659,-0.0011725465301424265,1.0,-1.0
2016-08-16,-0.0035445860924330132,-0.0014477807562798262,-1.0,-1.0
2016-08-17,0.0024381650679180674,-0.004701566882431507,1.0,-1.0
2016-08-18,-0.00044288222773590107,-0.006330366246402264,-1.0,-1.0
2016-08-19,-0.0012188794824734947,-0.001824663719162345,-1.0,-1.0
2016-08-22,0.0014403507240792256,-1.6756821423768997e-06,1.0,-1.0
2016-08-23,0.0019908690826513104,-0.0027213741559535265,1.0,-1.0
2016-08-24,-0.0018801181985000491,-0.0036062963772565126,-1.0,-1.0
2016-08-25,0.0028741634548730944,-0.0022262914571911097,1.0,-1.0
2016-08-26,0.0,-0.0009842528961598873,0.0,-1.0
2016-08-29,0.009120449223321133,-0.00271965772844851,1.0,-1.0
2016-08-30,0.007519223852133649,-0.0015146404039114714,1.0,-1.0
2016-08-31,0.00010868674890181069,-0.0019923478830605745,1.0,-1.0
2016-09-01,-0.0030443489011433658,-0.0024215320590883493,-1.0,-1.0
2016-09-02,0.00618739775366877,-0.001540757017210126,1.0,-1.0
2016-09-06,-0.0022751448575315052,-0.002461256692185998,-1.0,-1.0
2016-09-07,0.0024915488120282434,0.0003237535711377859,1.0,1.0
2016-09-08,-0.0022745640948627346,-0.002466387813910842,-1.0,-1.0
2016-09-09,-0.02048610403173418,-0.0031431352254003286,-1.0,-1.0
2016-09-12,0.011335655677021291,-0.004756471142172813,1.0,-1.0
2016-09-13,-0.01799857342967423,-0.004447555169463158,-1.0,-1.0
2016-09-14,-0.002566055150988744,-0.002317484701052308,-1.0,-1.0
2016-09-15,0.006901972334080732,-0.0022912754211574793,1.0,-1.0
2016-09-16,-0.00801958930773247,-0.001717227278277278,-1.0,-1.0
2016-09-19,0.005798414863486578,-0.002618595724925399,1.0,-1.0
2016-09-20,0.0004447333611186201,-0.0019522721413522959,1.0,-1.0
2016-09-21,0.008079995484509184,-0.0020344241056591272,1.0,-1.0
2016-09-22,0.007140211023019046,-0.0035448099952191114,1.0,-1.0
2016-09-23,-0.004387797011778303,-0.002931593218818307,-1.0,-1.0
2016-09-26,-0.01087572293610297,-0.0033226695377379656,-1.0,-1.0
2016-09-27,0.0033418252257954887,-0.0020301879849284887,1.0,-1.0
2016-09-28,0.005876844052419606,-0.00235004466958344,1.0,-1.0
2016-09-29,-0.01346793251930973,-0.0015774734783917665,-1.0,-1.0
2016-09-30,0.008480468115876641,-0.0019741931464523077,1.0,-1.0
2016-10-03,-0.00635361896867538,-0.0031872198451310396,-1.0,-1.0
2016-10-04,-0.0006709928738172295,-0.003123312955722213,-1.0,-1.0
2016-10-05,0.006135232193506188,-0.0006986879743635654,1.0,-1.0
2016-10-06,0.0003335960440107198,-0.0024813294876366854,1.0,-1.0
2016-10-07,-0.0004447595889528051,-0.0008531261701136827,-1.0,-1.0
2016-10-10,0.005324416537530629,-0.0030551038216799498,1.0,-1.0
2016-10-11,-0.010453815199215209,-0.002211812185123563,-1.0,-1.0
2016-10-12,0.004461820762211328,0.0005859218072146177,1.0,1.0
2016-10-13,-0.006588182421434932,-0.002048526192083955,-1.0,-1.0
2016-10-14,0.0024616989492436607,-0.002466490725055337,1.0,-1.0
2016-10-17,-0.002573684497514425,-0.0019071151036769152,-1.0,-1.0
2016-10-18,0.006366211822962216,-0.0016705470625311136,1.0,-1.0
2016-10-19,0.007984103301097162,-0.001381145091727376,1.0,-1.0
2016-10-20,-0.0019900352630576354,-0.0017099569085985422,-1.0,-1.0
2016-10-21,-0.0003320709439687006,-0.002544748829677701,-1.0,-1.0
2016-10-24,0.0036466627356654176,-0.002470579231157899,1.0,-1.0
2016-10-25,-0.002319118186157836,-0.0032739967573434114,-1.0,-1.0
2016-10-26,0.0004420937559204845,-0.003312527434900403,1.0,-1.0
2016-10-27,-0.0038752741156768233,-0.0026928384322673082,-1.0,-1.0
2016-10-28,-0.0017765940709813393,-0.0006495288107544184,-1.0,-1.0
2016-10-31,0.0033284772441524815,-0.0031131666619330645,1.0,-1.0
2016-11-01,-0.008453875347095872,-0.0020162120927125216,-1.0,-1.0
2016-11-02,-0.010104432980645825,-0.0024679924827069044,-1.0,-1.0
2016-11-03,0.0003384774559462552,-0.001766883535310626,1.0,-1.0
2016-11-04,-0.0010157762628162255,-0.0023730748798698187,-1.0,-1.0
2016-11-07,0.022553120360746987,-0.002225735457614064,1.0,-1.0
2016-11-08,0.0019852957539782086,-0.002249170793220401,1.0,-1.0
2016-11-09,0.02470329792612846,-0.0004843650385737419,1.0,-1.0
2016-11-10,0.021060224616662352,-0.00334115675650537,1.0,-1.0
2016-11-11,0.00451556993373177,-0.0017061603721231222,1.0,-1.0
2016-11-14,0.017140581960283327,-0.005878329277038574,1.0,-1.0
2016-11-15,0.0,-0.004141116514801979,0.0,-1.0
2016-11-16,-0.008689403432390691,-0.0026848523411899805,-1.0,-1.0
2016-11-17,0.007762042010911791,-0.004997659474611282,1.0,-1.0
2016-11-18,0.0020596215017578447,-0.002798095578327775,1.0,-1.0
2016-11-21,0.0024661810143088016,-0.0034841985907405615,1.0,-1.0
2016-11-22,0.0035855387308000508,-0.004011859185993671,1.0,-1.0
2016-11-23,0.002757074531176425,-0.0014888576697558165,1.0,-1.0
2016-11-25,0.002953092009753526,-0.0028187527786940336,1.0,-1.0
2016-11-28,-0.009603644196295488,-0.00516593549400568,-1.0,-1.0
2016-11-29,0.003484310279240808,-0.0040482450276613235,1.0,-1.0
2016-11-30,0.005000238556102416,-0.003871688386425376,1.0,-1.0
2016-12-01,0.006594712117874397,-0.004222641699016094,1.0,-1.0
2016-12-02,-0.0039516368978933965,-0.0040496960282325745,-1.0,-1.0
2016-12-05,0.0116075503681081,-0.0038859674241393805,1.0,-1.0
2016-12-06,0.007597745506094357,-0.0041714441031217575,1.0,-1.0
2016-12-07,0.016690931339111828,-0.004115825518965721,1.0,-1.0
2016-12-08,0.008970339143327802,-0.003910376690328121,1.0,-1.0
2016-12-09,0.0005823384506219582,-0.0037250651512295008,1.0,-1.0
2016-12-12,-0.006716350243257171,-0.004870514385402203,-1.0,-1.0
2016-12-13,0.0020488869117266115,-0.004725581966340542,1.0,-1.0
2016-12-14,-0.008220826578855787,-0.006440441124141216,-1.0,-1.0
2016-12-15,0.005781168094472558,-0.004459184594452381,1.0,-1.0
2016-12-16,-0.004013876213253785,-0.0044225361198186874,-1.0,-1.0
2016-12-19,0.0035252413098312615,-0.003772543976083398,1.0,-1.0
2016-12-20,0.008759192307970407,-0.005872888490557671,1.0,-1.0
2016-12-21,-0.004747345535736384,-0.0037167968694120646,-1.0,-1.0
2016-12-22,-0.00176407069140681,-0.004430828616023064,-1.0,-1.0
2016-12-23,0.0015682240873777108,-0.0030571308452636003,1.0,-1.0
2016-12-27,0.0010766819776323417,-0.004973138682544231,1.0,-1.0
2016-12-28,-0.008547487644644759,-0.004639497026801109,-1.0,-1.0
2016-12-29,-0.0022719161326246657,-0.004259336739778519,-1.0,-1.0
2016-12-30,0.0033566675359750324,-0.005093155428767204,1.0,-1.0
